Site,Square,AU,Spit,Group,Artno,Material,Colour,Weight,Length,Artclas,Cortex,Cortype,Initiat,Breaks,Noseg,Platwid,Plat,Focal,Overhang,NoDS,NoPS,Rtch,Plat_2,Focal_2,Overhang_2,NoDS_2,NoPS_2,Rtch_2,RetOri,Retype,Retloc,Retlen,Retdep,Portion,Heat,EdgeDam,Weathering,Corerot,RetScNo,Term,Janus,Recycled,Redirect,Usewear?,Width,Thick,Platthic,area,elongation
J,B,1,13,1,834,Chert,Dk Brown,0.09,11.16,Flake,20,Round,Hertz,,,2.75,Single,,Yes,3,1,,Single,,Yes,3,1,No,,,,,,,,,,,,Feather,,,,,3.58,1.41,2.35,39.9528,3.117318436
J,B,1,13,1,835,Chert,Black,0.66,10.68,Flake,0,,Hertz,,,8.23,Single,,No,6,1,,Single,,No,6,1,No,,,,,,,,,,,,Feather,,,,,8.63,4.62,4.29,92.1684,1.237543453
J,B,1,13,1,836,Chert,Red,0.78,14.51,Flake,0,,Hertz,,,7.54,2-scars,,Yes,4,2,,2-scars,,Yes,4,2,No,,,,,,,1,,,,,Feather,,,,,14.03,2.89,2.94,203.5753,1.034212402
J,B,1,13,1,837,Chert,Faun,0.35,9.26,Flake,0,,Hertz,,,11.63,3-scars,,Yes,3,3,,3-scars,,Yes,3,3,No,,,,,,,,,,,,Feather,,,,,9.22,3.98,5.52,85.3772,1.004338395
J,B,1,13,1,838,Chert,Brown,0.81,11.73,Flake,0,,Hertz,,,6.32,Single,,Yes,8,1,,Single,,Yes,8,1,No,,,,,,,,,,,,Feather,,,,,10.09,4.89,3.36,118.3557,1.162537166
J,B,1,13,1,840,Chert,Brown,0.08,9.89,Flake,0,,Hertz,,,7.85,3-scars,,Yes,4,3,,3-scars,,Yes,4,3,No,,,,,,,,,,,,Feather,,,,,6.86,0.94,1.84,67.8454,1.441690962
J,B,1,13,1,841,Chert,Beige,0.19,15.09,Flake,0,,Hertz,,,,Focal,,Yes,3,,,Focal,,Yes,3,,No,,,,,,,,,,,,Feather,,,,,6.69,2.08,,100.9521,2.255605381
J,B,1,13,1,842,Chert,Red,0.26,12.39,Flake,0,,Hertz,,,5.64,3-scars,,Yes,5,3,,3-scars,,Yes,5,3,No,,,,,,,,,,,,Feather,,,,,11.35,1.76,2.53,140.6265,1.091629956
J,B,1,13,1,843,Chert,Caramel,0.07,4.99,Flake,0,,Hertz,,,,Coll,,Yes,2,,,Coll,,Yes,2,,No,,,,,,,,,,,,Feather,,,,,14.35,1.01,,71.6065,0.347735192
J,B,1,13,1,844,Chert,Grey,0.11,9.31,Flake,0,,Hertz,,,3.65,Single,,Yes,3,1,,Single,,Yes,3,1,No,,,,,,,,,,,,Feather,,,,,6.27,1.46,1.65,58.3737,1.484848485
J,B,1,13,1,846,Chert,Red,0.02,2.25,Flake,0,,Hertz,,,,Focal,,No,3,,,Focal,,No,3,,No,,,,,,,,,,,,Feather,,,,,9.56,1.41,,21.51,0.235355649
J,B,1,13,1,847,Chert,Peach,0.43,9.99,Flake,15,Round,Hertz,,,,Focal,,Yes,5,,,Focal,,Yes,5,,No,,,,,,,,1,,,,Feather,,,,,12.71,3.32,,126.9729,0.785995279
J,B,1,13,1,848,Chert,Red,0.14,7.92,RetF,0,,Hertz,,3,4.28,2-scars,,Yes,4,2,Yes,2-scars,,Yes,4,2,Yes,D-V,Percus,Rlat,,,,,,,,1,Feather,,,,,10.93,2.49,2.03,86.5656,0.724611162
J,B,1,13,1,849,Chert,Red,0.04,3.57,Flake,0,,Hertz,,,6.7,2-scars,,Yes,1,2,,2-scars,,Yes,1,2,No,,,,,,,1,,,,,Feather,,,,,5.61,1.48,1.66,20.0277,0.636363636
J,B,1,13,1,850,Chert,Grey,0.02,3.87,Flake,0,,Hertz,,,3.24,Single,,Yes,3,1,,Single,,Yes,3,1,No,,,,,,,,,,,,Feather,,,,,4.83,0.69,0.77,18.6921,0.801242236
J,B,1,13,1,851,Chert,Faun,0.83,13.37,RetF,0,,Hertz,,1,12.44,3-scars,,Yes,6,3,Yes,3-scars,,Yes,6,3,Yes,V-D,Percus,Dist,,,,,,,,1,Retouched,,,,,11.68,3.62,4.4,156.1616,1.144691781
J,B,1,13,1,852,Chert,Grey,0.07,9.22,Flake,0,,Hertz,,,4.7,2-scars,,No,2,2,,2-scars,,No,2,2,No,,,,,,,,,,,,Feather,,,,,5.81,1.28,1.65,53.5682,1.586919105
J,B,1,13,1,853,Chert,Brown,0.47,13.22,Flake,0,,Hertz,,,,Focal,,Yes,4,,,Focal,,Yes,4,,No,,,,,,,1,,,,,Hinge,,,,,8.18,3.04,,108.1396,1.616136919
J,B,1,13,1,854,Chert,Brown,0.05,3.1,Flake,0,,Hertz,,,6.78,Single,,Yes,3,1,,Single,,Yes,3,1,No,,,,,,,,,,,,Feather,,,,,8.23,1.64,1.03,25.513,0.376670717
J,B,1,13,1,855,Chert,Brown,0.43,9.05,Flake,0,,Hertz,,,,Partcoll,,Yes,6,,,Partcoll,,Yes,6,,No,,,,,,,,,,,,Feather,,,,,11.66,3.65,,105.523,0.776157804
J,B,1,13,1,856,Chert,Brown,0.05,5.84,Flake,0,,Hertz,,,4.81,Single,,No,1,1,,Single,,No,1,1,No,,,,,,,,,,,,Feather,,,,,5.95,1.71,1.71,34.748,0.981512605
J,B,1,13,1,858,Chert,Grey,0.06,4.16,Flake,0,,Bending,,,10.1,2-scars,,No,2,2,,2-scars,,No,2,2,No,,,,,,,,,,,,Feather,,,,,9.7,1.51,1.73,40.352,0.428865979
J,B,1,13,1,859,Chert,Faun,0.04,9.25,Flake,0,,Hertz,,,,Focal,,Yes,2,,,Focal,,Yes,2,,No,,,,,,,,,,,,Feather,,,,,4.39,0.98,,40.6075,2.107061503
J,B,1,13,1,861,Chert,Brown,0.03,6.75,Flake,0,,Hertz,,,2.74,Single,,Yes,7,1,,Single,,Yes,7,1,No,,,,,,,,,,,,Feather,,,,,3.75,0.82,0.88,25.3125,1.8
J,B,1,13,1,862,Chert,Brown,0.05,7.79,Flake,0,,Hertz,,,3.84,Single,,No,2,1,,Single,,No,2,1,No,,,,,,,,,,,,Feather,,,,,5.28,1.05,1.34,41.1312,1.475378788
J,B,1,13,1,863,Chert,Grey,0.06,7.92,Flake,0,,Hertz,,,,Coll,,Yes,2,,,Coll,,Yes,2,,No,,,,,,,,,,,,Feather,,,,,6.85,1.29,,54.252,1.15620438
J,B,1,13,1,865,Chert,Grey,0.01,5.33,Flake,0,,Hertz,,,2.59,Single,,Yes,2,1,,Single,,Yes,2,1,No,,,,,,,,,,,,Feather,,,,,3.42,0.59,0.69,18.2286,1.558479532
J,B,1,13,1,866,Chert,Brown,0.02,5.56,Flake,0,,Hertz,,,2.92,Single,,No,3,1,,Single,,No,3,1,No,,,,,,,1,,,,,Feather,,,,,3.64,1.18,1.1,20.2384,1.527472527
J,B,1,13,1,867,Chert,Brown,0.03,4.37,Flake,0,,Hertz,,,3.46,Single,,No,3,1,,Single,,No,3,1,No,,,,,,,,,,,,Feather,,,,,5.1,0.91,1.51,22.287,0.856862745
J,B,1,13,1,868,Chert,Dk Brown,0.1,5.05,Flake,0,,Hertz,,,8.32,Single,,No,3,1,,Single,,No,3,1,No,,,,,,,1,,,,,Hinge,,,,,9.51,1.62,0.84,48.0255,0.531019979
J,B,1,13,1,869,Chert,Grey,0.05,3.73,Flake,0,,Hertz,,,5.66,2-scars,,No,2,2,,2-scars,,No,2,2,No,,,,,,,,,,,,Feather,,,,,6.11,1.41,3.04,22.7903,0.610474632
J,B,1,13,1,870,Chert,Brown,0.46,12.87,Flake,0,,Hertz,,,10.15,Single,,No,4,1,,Single,,No,4,1,No,,,,,,,1,,,,,Feather,,,,,6.5,5.26,5.05,83.655,1.98
J,B,1,13,1,871,Chert,Grey,0.05,7.09,Flake,0,,Hertz,,,,Focal,,Yes,4,,,Focal,,Yes,4,,No,,,,,,,,,,,,Feather,,,,,5.86,1.16,,41.5474,1.209897611
J,B,1,13,1,872,Chert,Yellow,0.1,9.52,Flake,0,,Hertz,,,5.94,Single,,No,3,1,,Single,,No,3,1,No,,,,,,,,,,,,Feather,,,,,4.81,1.69,0.43,45.7912,1.979209979
J,B,1,13,1,873,Chert,Red,0.19,9.36,Flake,0,,Hertz,,,8.67,2-scars,,No,3,2,,2-scars,,No,3,2,No,,,,,,,,,,,,Feather,,,,,10.23,1.94,0.87,95.7528,0.914956012
J,B,1,13,1,874,Chert,Brown,0.01,2.64,Flake,0,,Hertz,,,,Focal,,Yes,1,,,Focal,,Yes,1,,No,,,,,,,,1,,,,Feather,,,,,5.02,0.55,,13.2528,0.525896414
J,B,1,13,1,875,Chert,Lt Brown,0.01,5.27,Flake,0,,Hertz,,,,Focal,,Yes,3,,,Focal,,Yes,3,,No,,,,,,,1,,,,,Feather,,,,,3.61,0.91,,19.0247,1.459833795
J,B,1,13,1,876,Chert,Lt Brown,0.34,9.95,Flake,0,,Bending,,,11.37,Mult,,No,2,4,,Mult,,No,2,4,No,,,,,,,1,,,,,Feather,,,,,9.26,2.57,4.2,92.137,1.074514039
J,B,1,13,1,878,Chert,Grey,6.28,32.39,RetF,0,Angul,Hertz,,1,7.03,Single,,No,5,1,Yes,Single,,No,5,1,Yes,V-D,Percus,Llat,,,,,,,,1,Feather,,,,,25.85,6.49,2.29,837.2815,1.252998066
J,B,1,13,1,879,Chert,Caramel,2.79,20.02,Flake,0,,Hertz,,,4.3,Single,,No,6,1,,Single,,No,6,1,No,,,,,,,,,,,,Step,,,,,26.64,6.32,1.76,533.3328,0.751501502
J,B,1,13,1,880,Chert,Red,0.53,21.93,Flake,0,,Hertz,,,,Focal,,Yes,4,,,Focal,,Yes,4,,No,,,,,,,,1,,,,Step,,,,,12.3,2.16,,269.739,1.782926829
J,B,1,13,1,881,Chert,Brown,0.81,20.45,Flake,0,,Hertz,,,8.3,2-scars,,No,7,2,,2-scars,,No,7,2,No,,,,,,,,,,,,Feather,,,,,17.52,2.72,2.11,358.284,1.167237443
J,B,1,13,1,882,Chert,Dk Grey,2.63,30.09,Flake,0,,Hertz,,,10.86,3-scars,,Yes,6,3,,3-scars,,Yes,6,3,No,,,,,,,,,,,,Feather,,,,,12.17,7.71,3.81,366.1953,2.472473295
J,B,1,13,1,883,Quartzite,Cream,6.3,29.86,Flake,30,Round,Hertz,,,6.84,Single,,Yes,6,1,,Single,,Yes,6,1,No,,,,,,,,,,,,Feather,,,,,27.42,8.83,2.38,818.7612,1.088986142
J,B,1,13,1,885,Chert,Dk Brown,0.54,11.77,Flake,0,,Hertz,,,15.82,Single,,No,1,1,,Single,,No,1,1,No,,,,,,,,1,,,,Hinge,,,,,17.03,2.51,3.09,200.4431,0.691133294
J,B,1,13,1,886,Chert,Red,2.61,40.16,Flake,0,,Hertz,,,9.27,Single,,Yes,10,1,,Single,,Yes,10,1,No,,,,,,,,,,,,Feather,,,,,14.33,5.25,2.84,575.4928,2.802512212
J,B,1,13,1,887,Chert,Grey,1.82,22.03,Flake,0,,Hertz,,,,Focal,,Yes,4,,,Focal,,Yes,4,,No,,,,,,,,1,,,,Feather,,,,,17.11,4.42,,376.9333,1.28755114
J,B,1,13,1,888,Chert,Red,0.7,17.55,Flake,0,,Hertz,,,4.68,2-scars,,Yes,7,2,,2-scars,,Yes,7,2,No,,,,,,,,,,,,Feather,,,,,14.04,1.95,1.61,246.402,1.25
J,B,1,13,1,889,Chert,Grey,2.82,29.17,Flake,0,,Hertz,,,12.62,Single,,Yes,4,1,,Single,,Yes,4,1,No,,,,,,,,,,,,Feather,,,,,17.12,5.93,3.61,499.3904,1.70385514
J,B,1,13,1,897,Chert,Peach,0.12,6.41,Flake,0,,Hertz,,,3.47,Single,,No,4,1,,Single,,No,4,1,No,,,,,,,1,,,,,Feather,,,,,6.59,2.31,2.57,42.2419,0.972685888
J,B,1,13,1,4856,Chert,Grey,0.31,5.75,Flake,10,Round,Hertz,,,6.09,Cort,,No,3,0,,Cort,,No,3,0,No,,,,,,,,,,,,Feather,,,,,12.5,1.92,1.98,71.875,0.46
J,B,1,13,1,4859,Chert,Brown,0.02,5.3,Flake,0,,Hertz,,,,Focal,,No,2,0,,Focal,,No,2,0,No,,,,,,,,,,,,Feather,,,,,4.7,0.97,,24.91,1.127659574
J,B,1,13,1,9237,Obsidian,Black,0.45,10.19,Flake,0,,Hertz,,,2.51,Single,,No,7,1,,Single,,No,7,1,No,,,,,,,,,,,,Feather,,,,,13.42,3.99,0.89,136.7498,0.759314456
J,B,1,13,1,9334,Volcanic,Grey,0.3,15.91,Flake,0,,Hertz,,,,Focal,,No,6,,,Focal,,No,6,,No,,,,,,,,,,,,Feather,,,,,8.09,1.85,,128.7119,1.966625464
J,B,1,14,1,898,Chert,Grey,0.75,16.62,Flake,20,Angul,Hertz,,,6.37,Single,,Yes,5,1,,Single,,Yes,5,1,No,,,,,,,,,,,,Hinge,,,,,10.12,3.09,1.98,168.1944,1.64229249
J,B,1,14,1,899,Chert,Grey,0.56,21.9,Flake,0,,Hertz,,,,Focal,,Yes,3,,,Focal,,Yes,3,,No,,,,,,,,,,,,Feather,,,,,9.17,5.89,,200.823,2.388222465
J,B,1,14,1,900,Volcanic,Dk Grey,1.64,18.52,Flake,0,,Hertz,,,3.68,Single,,Yes,7,1,,Single,,Yes,7,1,No,,,,,,,1,,,,,Feather,,,,,16.23,5.26,1.16,300.5796,1.141096734
J,B,1,14,1,901,Chert,Faun,0.43,12.51,Flake,0,,Hertz,,,12.18,Single,,Yes,8,1,,Single,,Yes,8,1,No,,,,,,,,,,,,Feather,,,,,13.39,2.38,2.06,167.5089,0.934279313
J,B,1,14,1,902,Chert,Grey,0.65,11.28,Flake,0,,Hertz,,,17.18,2-scars,,Yes,4,2,,2-scars,,Yes,4,2,No,,,,,,,,1,,,,Feather,,,,,17.91,2.38,3.7,202.0248,0.629815745
J,B,1,14,1,904,Chert,Grey,0.43,11.38,Flake,0,,Hertz,,,10.78,Single,,Yes,6,1,,Single,,Yes,6,1,No,,,,,,,,,,,,Feather,,,,,12.16,4.45,2.7,138.3808,0.935855263
J,B,1,14,1,905,Chert,Grey,0.12,10.33,Flake,10,Angul,Hertz,,,,Partcoll,,Yes,4,,,Partcoll,,Yes,4,,No,,,,,,,,,,,,Feather,,,,,8.5,1.39,,87.805,1.215294118
J,B,1,14,1,906,Chert,Red,0.36,13.03,Flake,0,,Hertz,Lmarg,,5.79,Single,,Yes,5,1,,Single,,Yes,5,1,No,,,,,,,1,,,,,Feather,,,,,9.13,2.33,1.62,118.9639,1.427163198
J,B,1,14,1,907,Chert,Grey,0.72,11.97,Flake,10,Angul,Bending,,,13.08,2-scars,,No,2,2,,2-scars,,No,2,2,No,,,,,,,,,,,,Feather,,,,,10.16,4.88,6.48,121.6152,1.178149606
J,B,1,14,1,908,Chert,Grey,0.24,11.3,Flake,0,,Hertz,,,8.12,2-scars,,No,3,2,,2-scars,,No,3,2,No,,,,,,,,,,,,Feather,,,,,9.22,2.53,3.65,104.186,1.225596529
J,B,1,14,1,909,Chert,Dk Brown,0.13,8.55,Flake,0,,Hertz,,,4.2,Single,,Yes,2,1,,Single,,Yes,2,1,No,,,,,,,1,,,,,Feather,,,,,8.18,2,1.39,69.939,1.045232274
J,B,1,14,1,910,Chert,Brown,0.11,7.38,Flake,0,,Hertz,,,7.45,Single,,Yes,4,1,,Single,,Yes,4,1,No,,,,,,,,,,,,Feather,,,,,10.19,0.94,1.12,75.2022,0.72423945
J,B,1,14,1,911,Chert,Grey,0.08,5.51,Flake,0,,Hertz,,,3.37,Single,,No,4,1,,Single,,No,4,1,No,,,,,,,,,,,,Feather,,,,,8.1,2.19,1.03,44.631,0.680246914
J,B,1,14,1,913,Chert,Grey,0.16,8.07,Flake,0,,Bending,,,7.21,Single,,Yes,3,1,,Single,,Yes,3,1,No,,,,,,,,,,,,Feather,,,,,7.37,2.36,1.72,59.4759,1.094979647
J,B,1,14,1,914,Chert,Grey,1.04,16.74,Flake,0,,Hertz,,,5.57,Single,,Yes,10,1,,Single,,Yes,10,1,No,,,,,,,,,,,,Feather,,,,,13.08,4.73,2.15,218.9592,1.279816514
J,B,1,14,1,915,Chert,Red,0.13,6.1,Flake,30,Round,Hertz,,,,Focal,,Yes,4,,,Focal,,Yes,4,,No,,,,,,,1,,,,,Feather,,,,,9.69,2.52,,59.109,0.629514964
J,B,1,14,1,917,Chert,Cream,0.39,7.22,Flake,0,,Bending,,,12.93,Single,,Yes,2,1,,Single,,Yes,2,1,No,,,,,,,,,,,,Feather,,,,,12.73,4.99,6.11,91.9106,0.567164179
J,B,1,14,1,918,Chert,Grey,0.41,7.53,Flake,0,,Bending,,,10.62,Single,,Yes,4,1,,Single,,Yes,4,1,No,,,,,,,,,,,,Feather,,,,,12.42,3.26,3.42,93.5226,0.606280193
J,B,1,14,1,919,Chert,Black,0.03,5.72,Flake,0,,Hertz,,,,Focal,,No,4,,,Focal,,No,4,,No,,,,,,,,,,,,Feather,,,,,5.37,1.23,,30.7164,1.065176909
J,B,1,14,1,920,Chert,Grey,0.03,5.61,Flake,0,,Hertz,,,2.6,2-scars,,Yes,4,2,,2-scars,,Yes,4,2,No,,,,,,,,,,,,Feather,,,,,5.74,0.82,0.88,32.2014,0.977351916
J,B,1,14,1,921,Chert,Caramel,0.18,14.85,Flake,0,,Hertz,,,,Focal,,Yes,5,,,Focal,,Yes,5,,No,,,,,,,,,,,,Feather,,,,,7.36,2,,109.296,2.017663043
J,B,1,14,1,922,Obsidian,Black,0.13,14.86,Flake,0,,Hertz,,,6.42,2-scars,,Yes,4,2,,2-scars,,Yes,4,2,No,,,,,,,,,,,,Feather,,,,,4.72,1.76,1.87,70.1392,3.148305085
J,B,1,14,1,924,Chert,Cream,0.11,9.44,Flake,0,Round,Hertz,,,7.18,Single,,Yes,4,1,,Single,,Yes,4,1,No,,,,,,,,,,,,Feather,,,,,6.19,1.14,2.24,58.4336,1.525040388
J,B,1,14,1,926,Chert,Brown,0.08,8.63,Flake,0,,Hertz,,,,Focal,,Yes,3,,,Focal,,Yes,3,,No,,,,,,,,1,,,,Feather,,,,,11.48,0.71,,99.0724,0.75174216
J,B,1,14,1,927,Chert,Grey,0.11,10.73,Flake,0,,Hertz,,,,Focal,,Yes,2,,,Focal,,Yes,2,,No,,,,,,,,,,,,Feather,,,,,4.93,1.75,,52.8989,2.176470588
J,B,1,14,1,929,Chert,Cream,0.34,9.16,Flake,0,,Hertz,,,6.85,Single,,Yes,3,1,,Single,,Yes,3,1,No,,,,,,,,,,,,Feather,,,,,8.66,3.32,2.63,79.3256,1.057736721
J,B,1,14,1,931,Chert,Grey,0.6,13.43,Flake,0,,Hertz,,,6.28,2-scars,,Yes,7,2,,2-scars,,Yes,7,2,No,,,,,,,,,,,,Step,,,,,10.39,2.62,3.11,139.5377,1.292589028
J,B,1,14,1,933,Chert,Red,0.01,4.64,Flake,0,,Hertz,,,,Focal,,Yes,2,,,Focal,,Yes,2,,No,,,,,,,,,,,,Feather,,,,,6.55,0.69,,30.392,0.708396947
J,B,1,14,1,934,Chert,Grey,0.89,9.42,Flake,0,,Hertz,,,1.92,Single,,No,3,1,,Single,,No,3,1,No,,,,,,,,,,,,Feather,,,,,3.69,3.47,2.69,34.7598,2.552845528
J,B,1,14,1,935,Chert,Grey,0.12,10.4,Flake,0,,Hertz,,,6.34,Single,,Yes,3,1,,Single,,Yes,3,1,No,,,,,,,,,,,,Feather,,,,,5.06,2.39,2.32,52.624,2.055335968
J,B,1,14,1,936,Chert,Red,0.07,4.51,Flake,0,,Hertz,,,8.05,Single,,Yes,2,1,,Single,,Yes,2,1,No,,,,,,,1,,,,,Feather,,,,,6.84,1.81,1.95,30.8484,0.659356725
J,B,1,14,1,937,Chert,Peach,0.01,4.32,Flake,0,,Hertz,,,,Focal,,No,1,,,Focal,,No,1,,No,,,,,,,,,,,,Feather,,,,,4.99,0.41,,21.5568,0.865731463
J,B,1,14,1,938,Chert,Grey,0.01,3.79,Flake,0,,Hertz,,,,Focal,,No,2,,,Focal,,No,2,,No,,,,,,,,,,,,Feather,,,,,2.72,0.49,,10.3088,1.393382353
J,B,1,14,1,939,Volcanic,Grey,0.06,9.21,Flake,0,,Hertz,,,,Partcoll,,Yes,1,,,Partcoll,,Yes,1,,No,,,,,,,1,,,,,Feather,,,,,6.31,1.75,,58.1151,1.459587956
J,B,1,14,1,940,Chert,Beige,4.4,33.56,RetF,0,,Hertz,,1,9.64,3-scars,,No,10,3,Yes,3-scars,,No,10,3,Yes,V-D,Percus,Dist,,,,,,,,1,Hinge,,,,,17.66,7.17,5.47,592.6696,1.900339751
J,B,1,14,1,941,Chert,Grey,3.91,17.21,RetF,15,Angul,Bending,,1,22.06,Single,,Yes,5,1,Yes,Single,,Yes,5,1,Yes,V-D,Percus,Dist,,,,,,,,2,Retouched,,,,,19.3,8.73,5.37,332.153,0.891709845
J,B,1,14,1,942,Chert,Brown,0.65,22.14,Flake,0,,Hertz,,,,Focal,,Yes,4,,,Focal,,Yes,4,,No,,,,,,,,,,,,Feather,,,,,11.55,2.72,,255.717,1.916883117
J,B,1,14,1,945,Chert,Grey,3.14,31.61,Flake,0,,Bending,,,12.79,Single,,Yes,5,1,,Single,,Yes,5,1,No,,,,,,,,,,,,Feather,,,,,13.27,6.42,8.72,419.4647,2.382064808
J,B,1,14,1,946,Chert,Cream,1.45,15.32,Flake,0,,Hertz,,,10.23,2-scars,,No,5,2,,2-scars,,No,5,2,No,,,,,,,,,,,,Feather,,,,,21.7,3.47,4.4,332.444,0.705990783
J,B,1,14,1,947,Chert,Grey,1.77,28.77,Flake,0,,Hertz,,,5.51,Single,,No,6,1,,Single,,No,6,1,No,,,,,,,,,,,,Feather,,,,,15.44,3.3,2.54,444.2088,1.863341969
J,B,1,14,1,948,Chert,Grey,1.08,27.46,Flake,0,,Hertz,,,4.1,Single,,Yes,5,1,,Single,,Yes,5,1,No,,,,,,,,,,,,Feather,,,,,14.02,4.05,1.54,384.9892,1.958630528
J,B,1,14,1,949,Chert,Brown,1.13,17.76,Flake,0,,Hertz,,,4.84,Single,,Yes,8,1,,Single,,Yes,8,1,No,,,,,,,,,,,,Feather,,,,,10.5,4.67,1.88,186.48,1.691428571
J,B,1,14,1,950,Chert,Cream,2.18,15.12,Flake,0,Angul,Hertz,,,,Focal,,Yes,8,,,Focal,,Yes,8,,No,,,,,,,,,,,,Feather,,,,,18.81,8.21,,284.4072,0.803827751
J,B,1,14,1,951,Chert,Brown,2.15,12.9,Flake,10,Angul,Bending,,,8.83,Single,,Yes,7,1,,Single,,Yes,7,1,No,,,,,,,,,,,,Feather,,,,,15.2,6.33,6.73,196.08,0.848684211
J,B,1,14,1,952,Chert,Grey,0.68,15.65,Flake,0,,Hertz,,,,Focal,,No,3,,,Focal,,No,3,,No,,,,,,,,1,,,,Feather,,,,,17.57,2.79,,274.9705,0.890722823
J,B,1,14,1,953,Chert,Faun,1.54,12.39,RetF,10,Angul,Retouched,,4,9.17,Single,,No,4,1,Yes,Single,,No,4,1,Yes,D-V,Percus,Prox,,,,,,,,4,Feather,,,,,12.66,8.17,12.34,156.8574,0.978672986
J,B,1,14,1,954,Volcanic,Dk Grey,0.61,11,Flake,10,Angul,Bending,,,8.4,Cort,,Yes,4,1,,Cort,,Yes,4,1,No,,,,,,,,,1,,,Feather,,,,,12.22,4.03,5.47,134.42,0.900163666
J,B,1,14,1,956,Chert,Brown,2.9,14.76,RetF,0,,Hertz,,5,10.33,Single,,No,6,1,Yes,Single,,No,6,1,Yes,Both,Percus,Bothlats,,,,,,,,5,Retouched,,,,,20.87,6.72,3.07,308.0412,0.707235266
J,B,1,14,1,957,Chert,Caramel,1.48,14.17,Flake,0,,Hertz,,,10.48,3-scars,,Yes,4,3,,3-scars,,Yes,4,3,No,,,,,,,1,,,,,Step,,,,,18.14,4.84,4.55,257.0438,0.781146637
J,B,1,14,1,959,Chert,Red,0.41,8.54,Flake,20,Angul,Hertz,,,9.79,Single,,No,2,1,,Single,,No,2,1,No,,,,,,,1,,,,,Feather,,,,,8.55,4.91,6.74,73.017,0.998830409
J,B,1,14,1,960,Volcanic,Grey,0.29,13.38,Flake,25,Angul,Hertz,,,1.37,Single,,Yes,2,1,,Single,,Yes,2,1,No,,,,,,,,,,,,Feather,,,,,7.41,2.38,0.93,99.1458,1.805668016
J,B,1,14,1,962,Volcanic,Grey,0.8,15.25,Flake,0,,Bending,,,9.62,Single,,No,3,1,,Single,,No,3,1,No,,,,,,,,,1,,,Feather,,,,,12.97,3.89,3.3,197.7925,1.175790285
J,B,1,14,1,967,Chert,Peach,0.09,6.36,Flake,0,,Hertz,,,6.45,2-scars,,Yes,1,2,,2-scars,,Yes,1,2,No,,,,,,,1,,,,,Feather,,,,,6.79,2.07,2.22,43.1844,0.936671576
J,B,1,15,1,970,Chert,Grey,1.06,33.08,Flake,0,,Hertz,,,,Focal,,Yes,8,,,Focal,,Yes,8,,No,,,,,,,,,,,,Feather,,,,,9.12,4.23,,301.6896,3.627192982
J,B,1,15,1,971,Chert,Red,1.37,20.34,Flake,40,Angul,Hertz,,,9.72,Single,,Yes,4,1,,Single,,Yes,4,1,No,,,,,,,,,,,,Feather,,,,,13.21,6.43,2.57,268.6914,1.539742619
J,B,1,15,1,972,Chert,Red,0.96,14.94,Flake,0,,Hertz,,,,Partcoll,,No,7,,,Partcoll,,No,7,,No,,,,,,,,,,,,Feather,,,,,17.89,3.47,,267.2766,0.83510341
J,B,1,15,1,974,Chert,Grey,0.42,12.54,Flake,30,Round,Hertz,,,5.66,Single,,Yes,5,1,,Single,,Yes,5,1,No,,,,,,,,,,,,Feather,,,,,7.83,2.94,3,98.1882,1.601532567
J,B,1,15,1,975,Chert,Grey,0.71,17.43,Flake,0,,Hertz,,,,Focal,,Yes,6,,,Focal,,Yes,6,,No,,,,,,,,,,,,Feather,,,,,9.54,3.59,,166.2822,1.827044025
J,B,1,15,1,976,Chert,Grey,0.96,35.45,Flake,0,,Hertz,,,7.08,Single,,Yes,3,1,,Single,,Yes,3,1,No,,,,,,,,,,,,Feather,,,,,8.67,3.48,1.66,307.3515,4.088811995
J,B,1,15,1,977,Chert,Grey,1.03,16.09,RetF,0,,Hertz,,2,7.86,Single,,Yes,4,1,Yes,Single,,Yes,4,1,Yes,D-V,Percus,Llat,,,,,,,,2,Feather,,,,,16.47,4.21,4.27,265.0023,0.976927747
J,B,1,15,1,978,Chert,Grey,1.24,14.82,Flake,0,,Hertz,,,,Focal,,Yes,6,,,Focal,,Yes,6,,No,,,,,,,,,,,,Feather,,,,,16.43,3.81,,243.4926,0.902008521
J,B,1,15,1,979,Silcrete,Grey,0.2,8.89,Flake,0,,Hertz,,,8.92,Single,,No,4,1,,Single,,No,4,1,No,,,,,,,1,,,,,Feather,,,,,9.03,2.02,2.17,80.2767,0.984496124
J,B,1,15,1,980,Chert,Grey,1.94,18.07,Flake,15,Angul,Hertz,,,,Focal,,No,8,,,Focal,,No,8,,No,,,,,,,,,,,,Feather,,,,,17.33,6.09,,313.1531,1.042700519
J,B,1,15,1,981,Chert,Grey,0.64,11.76,Flake,0,,Hertz,,,8.79,Single,,Yes,4,1,,Single,,Yes,4,1,No,,,,,,,,,,,,Step,,,,,12.22,3.89,2.19,143.7072,0.962356792
J,B,1,15,1,982,Chert,Grey,0.52,13.26,Flake,0,,Hertz,,,8.82,Single,,Yes,5,1,,Single,,Yes,5,1,No,,,,,,,,,,,,Feather,,,,,10.71,2.84,1.57,142.0146,1.238095238
J,B,1,15,1,983,Chert,Yellow,0.17,8.42,Flake,90,Round,Hertz,,,6.41,2-scars,,No,0,2,,2-scars,,No,0,2,No,,,,,,,,,,,,Feather,,,,,9.73,1.42,1.98,81.9266,0.865364851
