Site,Square,AU,Spit,Group,Artno,Material,Colour,Weight,Length,Artclas,Cortex,Cortype,Initiat,Breaks,Noseg,Platwid,Plat,Focal,Overhang,NoDS,NoPS,Rtch,Plat_2,Focal_2,Overhang_2,NoDS_2,NoPS_2,Rtch_2,RetOri,Retype,Retloc,Retlen,Retdep,Portion,Heat,EdgeDam,Weathering,Corerot,RetScNo,Term,Janus,Recycled,Redirect,Usewear?,Width,Thick,Platthic,area,elongation
J,B,1,32,2,5090,Chert,Cream,0.06,8.45,Flake,0,,Bending,,,3.39,Single,,Yes,3,1,,Single,,Yes,3,1,No,,,,,,,,,,,,Feather,,,,,7.13,0.92,0.99,60.2485,1.18513324
J,B,1,32,2,5091,Volcanic,Dk Grey,1.01,8.97,Flake,40,Angul,Hertz,,,10.38,2-scars,,No,2,2,,2-scars,,No,2,2,No,,,,,,,,,,,,Step,,,,,15.39,7.54,7.13,138.0483,0.582846004
J,B,1,32,2,5098,Chert,Pink,0.02,5.72,Flake,0,,Hertz,,,3.18,Single,,Yes,3,1,,Single,,Yes,3,1,No,,,,,,,,,,,,Feather,,,,,6,0.56,0.48,34.32,0.953333333
J,B,1,32,2,5099,Chert,Cream,0.02,2.29,Flake,0,,Bending,,,6.04,Single,,No,2,1,,Single,,No,2,1,No,,,,,,,,,,,,Feather,,,,,7.76,1.26,1.48,17.7704,0.295103093
J,B,1,32,2,5101,Chert,Brown,0.02,6.67,Flake,0,,Bending,,,2.52,Single,,Yes,4,1,,Single,,Yes,4,1,No,,,,,,,,,,,,Feather,,,,,3.57,0.47,0.43,23.8119,1.868347339
J,B,1,32,2,5102,Chert,Grey,0.05,6.92,Flake,0,,Hertz,,,2.43,Single,,No,3,1,,Single,,No,3,1,No,,,,,,,,,,,,Feather,,,,,5.22,1.38,1.6,36.1224,1.325670498
J,B,1,32,2,5105,Volcanic,Dk Grey,0.06,5.49,Flake,0,,Hertz,,,,Focal,,No,4,,,Focal,,No,4,,No,,,,,,,1,,,,,Hinge,,,,,5.34,1.44,,29.3166,1.028089888
J,B,1,33,2,2369,Chert,Dk Brown,0.04,6.35,Flake,0,,Hertz,,,,Focal,,No,3,,,Focal,,No,3,,No,,,,,,,,,,,,Feather,,,,,5.81,0.96,,36.8935,1.092943201
J,B,1,33,2,2370,Chert,Grey,0.74,10.54,Flake,0,,Bending,,,9.67,Single,,No,5,1,,Single,,No,5,1,No,,,,,,,,,,,,Feather,,,,,12.59,4.95,3.02,132.6986,0.837172359
J,B,1,33,2,2371,Chert,Red,0.08,5.19,Flake,0,,Hertz,,,,Focal,,No,2,,,Focal,,No,2,,No,,,,,,,,,,,,Hinge,,,,,8.63,2.12,,44.7897,0.601390498
J,B,1,33,2,2372,Chert,Brown,0.2,12.54,Flake,0,,Hertz,,,2.7,Single,,No,5,1,,Single,,No,5,1,No,,,,,,,,,,,,Feather,,,,,9.11,0.89,1.29,114.2394,1.37650933
J,B,1,33,2,2374,Chert,Brown,0.03,6.65,Flake,0,,Hertz,,,,Focal,,No,3,,,Focal,,No,3,,No,,,,,,,,,,,,Feather,,,,,4.44,0.66,,29.526,1.497747748
J,B,1,33,2,2375,Chert,Yellow,0.25,5.04,RetF,0,,Hertz,,5,6.49,Mult,,Yes,4,4,Yes,Mult,,Yes,4,4,Yes,D-V,Press,Rlat,,,,,,,,4,Retouched,,,,,14.81,2.52,3.28,74.6424,0.340310601
J,B,1,33,2,2376,Chert,Brown,0.09,6.08,Flake,0,,Hertz,,,3.49,Single,,Yes,6,1,,Single,,Yes,6,1,No,,,,,,,,,,,,Hinge,,,,,8.73,1.52,0.96,53.0784,0.696449026
J,B,1,33,2,2377,Chert,Grey,0.89,27.27,Flake,10,Angul,Hertz,,,3.91,2-scars,,No,5,2,,2-scars,,No,5,2,No,,,,,,,,,,,,Feather,,,,,6.88,2.67,2.31,187.6176,3.963662791
J,B,1,33,2,2379,Chert,Cream,2.79,14.59,RetF,30,Angul,Hertz,,3,18.23,2-scars,,No,1,2,Yes,2-scars,,No,1,2,Yes,D-V,Percus,Rlat,,,,,1,,,1,Feather,,,,,20.78,8.78,9.84,303.1802,0.702117421
J,B,1,33,2,2380,Chert,Dk Brown,0.08,11.37,Flake,0,,Hertz,,,,Focal,,No,2,,,Focal,,No,2,,No,,,,,,,,,,,,Feather,,,,,5.75,1.05,,65.3775,1.977391304
J,B,1,33,2,2381,Chert,Faun,1.36,13.88,Flake,0,,Hertz,,,11.02,Single,,Yes,7,1,,Single,,Yes,7,1,No,,,,,,,,,,,,Hinge,,,,,17,5.53,2.9,235.96,0.816470588
J,B,1,33,2,2382,Chert,Lt Brown,0.02,5.45,Flake,0,,Hertz,,,,Focal,,Yes,2,,,Focal,,Yes,2,,No,,,,,,,,,,,,Feather,,,,,5.77,0.7,,31.4465,0.944540728
J,B,1,33,2,2384,Chert,Faun,0.09,5.77,Flake,10,Angul,Bending,,,4.54,Single,,No,1,1,,Single,,No,1,1,No,,,,,,,1,,,,,Hinge,,,,,6.96,1.91,2.12,40.1592,0.829022989
J,B,1,33,2,2386,Chert,Grey,0.04,6.71,Flake,0,,Hertz,,,,Coll,,Yes,4,,,Coll,,Yes,4,,No,,,,,,,,,,,,Feather,,,,,4.21,1.16,,28.2491,1.593824228
J,B,1,33,2,2387,Chert,White,0.15,4.11,Flake,0,,Hertz,,,7.07,Single,,Yes,4,1,,Single,,Yes,4,1,No,,,,,,,,,,,,Step,,,,,11.35,1.87,1.48,46.6485,0.362114537
J,B,1,33,2,2388,Chert,Grey,0.28,6.08,Flake,0,,Hertz,,,8.1,2-scars,,Yes,1,2,,2-scars,,Yes,1,2,No,,,,,,,,1,,,,Feather,,,,,14.74,2.78,1.58,89.6192,0.412483039
J,B,1,33,2,2390,Chert,Red,1.33,23.21,Flake,0,,Hertz,,,6.21,Single,,Yes,8,1,,Single,,Yes,8,1,No,,,,,,,,,,,,Feather,,,,,15.79,3.19,1.71,366.4859,1.469917669
J,B,1,33,2,2391,Chert,Brown,0.22,10.68,Flake,0,,Hertz,,,4.89,Single,,Yes,55,1,,Single,,Yes,55,1,No,,,,,,,,,,,,Feather,,,,,10.54,1.57,1.53,112.5672,1.013282732
J,B,1,33,2,2392,Chert,Grey,0.55,21.21,Flake,0,,Hertz,,,3.17,Single,,No,5,1,,Single,,No,5,1,No,,,,,,,,,,,,Feather,,,,,9.2,3,1.05,195.132,2.305434783
J,B,1,33,2,2394,Chert,Lt Brown,0.08,8.4,Flake,0,,Hertz,,,,Focal,,Yes,2,,,Focal,,Yes,2,,No,,,,,,,,,,,,Hinge,,,,,7.29,1.71,,61.236,1.152263374
J,B,1,33,2,2395,Chert,Grey,0.41,9.81,Flake,0,,Hertz,,,7.44,Single,,Yes,4,1,,Single,,Yes,4,1,No,,,,,,,,,,,,Feather,,,,,11.36,3.04,2.05,111.4416,0.863556338
J,B,1,33,2,2396,Chert,Brown,0.28,5.4,Flake,0,,Hertz,,,,Coll,,Yes,3,,,Coll,,Yes,3,,No,,,,,,,,,,,,Hinge,,,,,17.17,0.99,,92.718,0.314502038
J,B,1,33,2,2397,Chert,Grey,0.65,10.89,Flake,0,,Bending,,,8.81,2-scars,,Yes,3,2,,2-scars,,Yes,3,2,No,,,,,,,,,,,,Hinge,,,,,15.11,2.59,4.62,164.5479,0.720714758
J,B,1,33,2,2398,Chert,Brown,1.21,19.66,Flake,0,,Hertz,,,3.98,Single,,Yes,7,1,,Single,,Yes,7,1,No,,,,,,,,,,,,Feather,,,,,20.34,3.16,2.03,399.8844,0.966568338
J,B,1,33,2,2399,Chert,Red,0.09,6.69,Flake,0,,Hertz,,,2.71,Single,,Yes,3,1,,Single,,Yes,3,1,No,,,,,,,,,,,,Feather,,,,,7.54,1.68,1.3,50.4426,0.887267905
J,B,1,33,2,2400,Chert,Brown,0.4,12.98,Flake,0,,Hertz,,,,Focal,,Yes,5,,,Focal,,Yes,5,,No,,,,,,,,,,,,Feather,,,,,13.48,2.73,,174.9704,0.962908012
J,B,1,33,2,2401,Chert,Brown,0.38,14.17,Flake,0,,Hertz,,,5.49,Single,,Yes,4,1,,Single,,Yes,4,1,No,,,,,,,1,,,,,Feather,,,,,9.3,2.95,1.48,131.781,1.523655914
J,B,1,33,2,2403,Chert,Orange,0.11,7.28,Flake,0,,Hertz,,,7.57,Single,,Yes,4,1,,Single,,Yes,4,1,No,,,,,,,,,,,,Feather,,,,,9.06,0.97,0.98,65.9568,0.803532009
J,B,1,33,2,2404,Chert,Red,0.23,10.34,Flake,0,,Hertz,,,,Focal,,No,1,,,Focal,,No,1,,No,,,,,,,,,,,,Feather,,,,,15.81,1.19,,163.4754,0.654016445
J,B,1,33,2,2405,Chert,Brown,0.76,14.67,Flake,0,,Hertz,,,3.78,Single,,Yes,7,1,,Single,,Yes,7,1,No,,,,,,,,,,,,Step,,,,,18.65,2.26,1.13,273.5955,0.786595174
J,B,1,33,2,2406,Chert,Red,0.52,12.61,Flake,0,,Hertz,,,6.51,Single,,Yes,2,1,,Single,,Yes,2,1,No,,,,,,,1,,,,,Feather,,,,,10.68,2.95,1.79,134.6748,1.18071161
J,B,1,33,2,2407,Chert,Caramel,0.43,17.08,Flake,0,,Hertz,,,5.47,Single,,No,2,1,,Single,,No,2,1,No,,,,,,,,,,,,Feather,,,,,9.46,1.78,1.4,161.5768,1.805496829
J,B,1,33,2,2411,Chert,Grey,0.02,4.43,Flake,0,,Hertz,,,,Focal,,Yes,2,,,Focal,,Yes,2,,No,,,,,,,,,,,,Feather,,,,,6.4,0.58,,28.352,0.6921875
J,B,1,33,2,2412,Chert,Grey,0.04,4.45,Flake,0,,Hertz,,,,Focal,,Yes,3,,,Focal,,Yes,3,,No,,,,,,,,,,,,Feather,,,,,7.26,1.36,,32.307,0.612947658
J,B,1,33,2,2413,Chert,Brown,0.03,8.46,Flake,0,,Hertz,Long,,,Focal,,Yes,3,,,Focal,,Yes,3,,No,,,,,,,,,,,,Feather,,,,,2.5,1.93,,21.15,3.384
J,B,1,33,2,2414,Chert,Dk Brown,0.14,6.92,Flake,0,,Hertz,,,,Focal,,Yes,4,,,Focal,,Yes,4,,No,,,,,,,,,,,,Feather,,,,,9.72,2.44,,67.2624,0.711934156
J,B,1,33,2,2415,Chert,Cream,0.01,5.66,Flake,0,,Hertz,,,,Focal,,Yes,2,,,Focal,,Yes,2,,No,,,,,,,,,,,,Feather,,,,,4.05,0.43,,22.923,1.397530864
J,B,1,33,2,2416,Chert,Brown,0.03,5.39,Flake,0,,Hertz,,,3.02,Single,,Yes,3,1,,Single,,Yes,3,1,No,,,,,,,,,,,,Feather,,,,,2.88,0.96,1.19,15.5232,1.871527778
J,B,1,33,2,2417,Chert,Grey,0.03,5.37,Flake,0,,Bending,,,3.84,Single,,Yes,2,1,,Single,,Yes,2,1,No,,,,,,,,,,,,Feather,,,,,4.27,1.54,1.92,22.9299,1.257611241
J,B,1,33,2,2418,Chert,Dk Brown,0.07,7.84,Flake,20,Angul,Bending,,,5.57,Cort,,No,4,0,,Cort,,No,4,0,No,,,,,,,,,,,,Feather,,,,,5.16,2.02,2.05,40.4544,1.519379845
J,B,1,33,2,2419,Chert,Brown,0.01,3.95,Flake,0,,Hertz,,,,Coll,,Yes,2,,,Coll,,Yes,2,,No,,,,,,,,,,,,Feather,,,,,4.42,0.6,,17.459,0.893665158
J,B,1,33,2,2420,Chert,Yellow,0.06,4.77,Flake,0,Round,Hertz,,,3.28,Single,,No,3,1,,Single,,No,3,1,No,,,,,,,,,,,,Step,,,,,7.05,1.9,1.69,33.6285,0.676595745
J,B,1,33,2,2421,Chert,Grey,0.15,3.9,Flake,0,,Hertz,,,8.99,Single,,Yes,4,1,,Single,,Yes,4,1,No,,,,,,,,,,,,Feather,,,,,9.5,2.25,2.4,37.05,0.410526316
J,B,1,33,2,2422,Chert,Beige,0.3,9.85,Flake,0,,Hertz,,,,Focal,,Yes,5,,,Focal,,Yes,5,,No,,,,,,,,,,,,Feather,,,,,13.71,3.17,,135.0435,0.718453683
J,B,1,33,2,2423,Chert,Brown,0.3,9.91,Flake,0,Angul,Hertz,,,,Focal,,No,4,,,Focal,,No,4,,No,,,,,,,,,,,,Step,,,,,13.78,1.82,,136.5598,0.7191582
J,B,1,33,2,2424,Chert,Caramel,0.45,11.94,Flake,0,,Hertz,,,8.4,2-scars,,No,5,2,,2-scars,,No,5,2,No,,,,,,,,,,,,Feather,,,,,9.76,3.83,3.34,116.5344,1.223360656
J,B,1,33,2,2425,Chert,Grey,0.12,9.73,Flake,0,,Hertz,,,,Focal,,Yes,3,,,Focal,,Yes,3,,No,,,,,,,,,,,,Feather,,,,,6.16,2.07,,59.9368,1.579545455
J,B,1,33,2,2426,Chert,Grey,0.51,15.78,Flake,0,,Hertz,,,,Coll,,Yes,7,,,Coll,,Yes,7,,No,,,,,,,,,,,,Feather,,,,,9.79,3.77,,154.4862,1.611848825
J,B,1,33,2,2427,Chert,Grey,0.11,5,Flake,0,,Hertz,,,7.22,3-scars,,No,3,3,,3-scars,,No,3,3,No,,,,,,,,,,,,Feather,,,,,7.13,2.33,3.86,35.65,0.701262272
J,B,1,33,2,2429,Chert,Grey,1.6,26.64,Flake,0,,Hertz,,,3.24,Single,,No,7,1,,Single,,No,7,1,No,,,,,,,,,,,,Feather,,,,,6.93,6.84,1.36,184.6152,3.844155844
J,B,1,33,2,2430,Chert,Caramel,0.25,8.6,Flake,0,,Hertz,,,7.35,Single,,No,3,1,,Single,,No,3,1,No,,,,,,,,,,,,Hinge,,,,,9.53,2.21,2.03,81.958,0.902413431
J,B,1,33,2,2431,Chert,Dk Grey,0.48,9.68,Flake,0,,Hertz,,,6.62,Single,,No,4,1,,Single,,No,4,1,No,,,,,,,,,,,,Feather,,,,,8.5,4.2,4.53,82.28,1.138823529
J,B,1,33,2,2432,Chert,Brown,0.29,7.1,Flake,0,,Hertz,,,12.8,3-scars,,Yes,2,3,,3-scars,,Yes,2,3,No,,,,,,,,,1,,,Feather,,,,,11.35,3.58,4.2,80.585,0.625550661
J,B,1,33,2,2434,Chert,Brown,0.22,8.7,Flake,0,,Bending,,,,Focal,,No,4,,,Focal,,No,4,,No,,,,,,,,,,,,Feather,,,,,111.93,1.6,,973.791,0.077727151
J,B,1,33,2,2436,Chert,Brown,0.12,1.91,Flake,0,,Hertz,,,10.5,Single,,No,4,1,,Single,,No,4,1,No,,,,,,,,,,,,Feather,,,,,11.21,2.19,1.51,21.4111,0.170383586
J,B,1,33,2,2439,Chert,Red,0.01,5.4,Flake,0,,Hertz,,,,Focal,,No,3,,,Focal,,No,3,,No,,,,,,,,,,,,Feather,,,,,2.44,0.42,,13.176,2.213114754
J,B,1,33,2,2440,Chert,Caramel,0.01,4.47,Flake,0,,Hertz,,,,Coll,,Yes,2,,,Coll,,Yes,2,,No,,,,,,,,,,,,Feather,,,,,3.74,0.36,,16.7178,1.195187166
J,B,1,33,2,2441,Chert,Red,0.02,4.5,Flake,0,,Hertz,,,,Coll,,Yes,3,,,Coll,,Yes,3,,No,,,,,,,,,,,,Hinge,,,,,3.78,1.03,,17.01,1.19047619
J,B,1,33,2,2443,Chert,Dk Brown,0.02,3.67,Flake,0,,Hertz,,,5.48,Single,,Yes,2,1,,Single,,Yes,2,1,No,,,,,,,,,,,,Feather,,,,,5.23,0.64,1.02,19.1941,0.701720841
J,B,1,33,2,2445,Chert,Red,0.11,9.6,Flake,0,,Hertz,,,4.8,2-scars,,Yes,2,2,,2-scars,,Yes,2,2,No,,,,,,,1,,,,,Feather,,,,,5.28,2.27,2.42,50.688,1.818181818
J,B,1,33,2,2446,Chert,Lt Green,0.07,8.86,Flake,0,,Hertz,,,,Focal,,No,1,,,Focal,,No,1,,No,,,,,,,,,,,,Feather,,,,,6,1.29,,53.16,1.476666667
J,B,1,33,2,2448,Chert,Dk Brown,0.02,6.32,Flake,0,,Hertz,,,,Focal,,Yes,2,,,Focal,,Yes,2,,No,,,,,,,,,,,,Feather,,,,,6.21,0.89,,39.2472,1.017713366
J,B,1,33,2,2450,Chert,Grey,0.62,8.32,Flake,0,,Bending,,2,11.23,Single,,Yes,5,1,Yes,Single,,Yes,5,1,Yes,D-V,Percus,Llat,,,,,,,,1,Feather,,,,,10.35,4.53,4.7,86.112,0.803864734
J,B,1,33,2,2451,Chert,Lt Brown,0.02,8.75,Flake,0,,Hertz,,,,Focal,,No,4,,,Focal,,No,4,,No,,,,,,,,,,,,Feather,,,,,4.48,0.82,,39.2,1.953125
J,B,1,33,2,2454,Chert,Brown,0.38,10.43,Flake,0,,Hertz,,,2.86,Single,,No,5,1,,Single,,No,5,1,No,,,,,,,,,,,,Step,,,,,4.41,3.92,1.78,45.9963,2.365079365
J,B,1,33,2,2457,Chert,Brown,0.19,7.98,Flake,0,,Hertz,,,,Focal,,Yes,8,,,Focal,,Yes,8,,No,,,,,,,,,,,,Feather,,,,,7.68,4.01,,61.2864,1.0390625
J,B,1,33,2,5364,Chert,Yellow,0.06,8.05,Flake,0,,Bending,,,4.57,Single,,Yes,4,1,,Single,,Yes,4,1,No,,,,,,,,,,,,Feather,,,,,4.87,1.36,1.95,39.2035,1.652977413
J,B,1,33,2,5365,Chert,Yellow,0.04,5.05,Flake,0,,Hertz,,,,Focal,,Yes,4,,,Focal,,Yes,4,,No,,,,,,,,,,,,Hinge,,,,,6.41,0.8,,32.3705,0.787831513
J,B,1,33,2,5367,Chert,Caramel,0.33,5.02,Flake,0,,Hertz,,,13.18,Single,,Yes,6,1,,Single,,Yes,6,1,No,,,,,,,,,,,,Feather,,,,,12.99,7.32,7.26,65.2098,0.386451116
J,B,1,33,2,5370,Chert,Grey,0.04,8.29,Flake,0,,Hertz,,,5.45,2-scars,,Yes,5,2,,2-scars,,Yes,5,2,No,,,,,,,,,,,,Feather,,,,,4.53,1.28,1.28,37.5537,1.830022075
J,B,1,33,2,9155,Chert,Cream,0.14,9.11,Flake,0,,Hertz,,,,Focal,,Yes,4,,,Focal,,Yes,4,,No,,,,,,,,,,,,Feather,,,,,11.34,1.23,,103.3074,0.80335097
J,B,1,33,2,9156,Volcanic,Dk Grey,0.19,10.1,Flake,0,,Bending,,,5,Single,,No,1,1,,Single,,No,1,1,No,,,,,,,,,,,,Feather,,,,,6.71,1.97,1.43,67.771,1.505216095
J,B,1,33,2,9157,Chert,Peach,0.07,8.61,Flake,0,,Hertz,,,6.49,Single,,No,4,1,,Single,,No,4,1,No,,,,,,,,1,,,,Feather,,,,,7.49,0.75,0.8,64.4889,1.14953271
J,B,1,33,2,9159,Chert,Grey,0.07,12.34,Flake,0,,Bending,,,2.53,Single,,Yes,5,1,,Single,,Yes,5,1,No,,,,,,,,,,,,Feather,,,,,5.91,0.9,0.67,72.9294,2.087986464
J,B,1,33,2,9160,Chert,Grey,0.08,6.53,Flake,0,,Hertz,,,4.74,Single,,Yes,4,1,,Single,,Yes,4,1,No,,,,,,,,,,,,Feather,,,,,7.42,1.51,2.67,48.4526,0.880053908
J,B,1,34,2,2478,Chert,Cream,2.3,21.84,Flake,0,,Hertz,,,14.96,Mult,,Yes,4,4,,Mult,,Yes,4,4,No,,,,,,,,,,,,Feather,,,,,13.7,7.27,7.87,299.208,1.594160584
J,B,1,34,2,2479,Chert,Grey,0.27,10.2,Flake,0,,Hertz,,,6.97,2-scars,,No,2,2,,2-scars,,No,2,2,No,,,,,,,,,,,,Feather,,,,,8.13,2.34,3.11,82.926,1.254612546
J,B,1,34,2,2480,Chert,Brown,0.56,12.33,Flake,0,,Hertz,,,13.13,2-scars,,No,4,2,,2-scars,,No,4,2,No,,,,,,,,,,,,Feather,,,,,12.97,2.85,3.68,159.9201,0.950655359
J,B,1,34,2,2481,Silcrete,Peach,0.27,11.73,Flake,0,,Hertz,,,8.23,Single,,No,3,1,,Single,,No,3,1,No,,,,,,,,1,,,,Feather,,,,,8.25,2.58,1.39,96.7725,1.421818182
J,B,1,34,2,2482,Chert,Grey,0.02,5.67,Flake,0,,Hertz,,,4.83,Single,,No,1,1,,Single,,No,1,1,No,,,,,,,,,,,,Feather,,,,,5.68,0.57,0.9,32.2056,0.998239437
J,B,1,34,2,2483,Chert,Peach,0.04,6.22,Flake,0,,Hertz,,,,Focal,,No,2,,,Focal,,No,2,,No,,,,,,,,,,,,Feather,,,,,5.04,0.95,,31.3488,1.234126984
J,B,1,34,2,2484,Chert,Grey,0.04,10.97,Flake,0,,Bending,,,3.37,Single,,Yes,2,1,,Single,,Yes,2,1,No,,,,,,,,,,,,Feather,,,,,4.2,0.84,0.46,46.074,2.611904762
J,B,1,34,2,2485,Chert,Brown,0.17,9.09,Flake,0,,Hertz,,,5.24,2-scars,,Yes,4,2,,2-scars,,Yes,4,2,No,,,,,,,,,,,,Feather,,,,,6.49,2.87,2.73,58.9941,1.400616333
J,B,1,34,2,2486,Chert,Red,0.08,3.56,Flake,0,,Bending,,,7.86,Single,,No,4,1,,Single,,No,4,1,No,,,,,,,,,,,,Feather,,,,,7.59,2.46,1.66,27.0204,0.469038208
J,B,1,34,2,2487,Chert,Red,0.01,2.96,Flake,0,,Hertz,,,,Focal,,No,3,,,Focal,,No,3,,No,,,,,,,,,,,,Feather,,,,,3.86,0.46,,11.4256,0.766839378
J,B,1,34,2,2488,Chert,Grey,0.04,4.41,Flake,0,,Hertz,,,6.89,3-scars,,Yes,2,3,,3-scars,,Yes,2,3,No,,,,,,,,,,,,Feather,,,,,10.19,0.82,1.1,44.9379,0.432777233
J,B,1,34,2,2489,Chert,Yellow,1.2,15.71,Flake,0,,Hertz,,,7.49,2-scars,,No,7,2,,2-scars,,No,7,2,No,,,,,,,,,,,,Feather,,,,,12.17,5.77,2.15,191.1907,1.290879211
J,B,1,34,2,2490,Silcrete,Cream,2.09,28.67,Flake,0,,Bending,,,10.59,Single,,Yes,7,1,,Single,,Yes,7,1,No,,,,,,,,,,,,Feather,,,,,15.95,4.93,2.78,457.2865,1.797492163
J,B,1,34,2,2491,Chert,Brown,1.01,14.76,Flake,0,,Hertz,,,10.76,Mult,,Yes,9,4,,Mult,,Yes,9,4,No,,,,,,,,,,,,Feather,,,,,14.6,3.85,2.98,215.496,1.010958904
J,B,1,34,2,2492,Chert,Cream,8.54,26.38,RetF,10,Round,Hertz,,5,24.1,Cort,,No,2,0,Yes,Cort,,No,2,0,Yes,Both,Percus,Llat,19.85,3.28,,,,,,10,Hinge,,,,,32.52,6.23,6.54,857.8776,0.811193112
J,B,1,34,2,2493,Chert,Red,0.14,7.7,Flake,0,,Hertz,,,7.39,Single,,Yes,2,1,,Single,,Yes,2,1,No,,,,,,,,,,,,Feather,,,,,11.71,1.16,1.41,90.167,0.657557643
J,B,1,34,2,2494,Chert,Cream,0.52,15.44,Flake,0,,Hertz,,,,Focal,,Yes,3,,,Focal,,Yes,3,,No,,,,,,,,,,,,Feather,,,,,11.83,3.01,,182.6552,1.305156382
J,B,1,34,2,2495,Chert,Brown,0.11,5.65,Flake,0,,Hertz,,,,Focal,,Yes,2,,,Focal,,Yes,2,,No,,,,,,,,,,,,Hinge,,,,,7.7,1.95,,43.505,0.733766234
J,B,1,34,2,2496,Chert,Brown,0.05,11.86,Flake,0,,Hertz,,,3.01,Focal,,No,3,2,,Focal,,No,3,2,No,,,,,,,,,,,,Feather,,,,,2.63,0.84,0.77,31.1918,4.509505703
J,B,1,34,2,2498,Chert,Brown,0.06,9.04,Flake,0,,Hertz,,,,Coll,,Yes,3,,,Coll,,Yes,3,,No,,,,,,,,1,,,,Feather,,,,,7.73,0.77,,69.8792,1.169469599
J,B,1,34,2,2499,Chert,Yellow,0.09,5.07,Flake,0,,Hertz,,,2.79,Single,,Yes,5,1,,Single,,Yes,5,1,No,,,,,,,,,,,,Hinge,,,,,11.42,1.43,0.92,57.8994,0.443957968
J,B,1,34,2,2500,Chert,Grey,0.02,6.53,Flake,0,,Hertz,,,,Focal,,No,1,,,Focal,,No,1,,No,,,,,,,,1,,,,Feather,,,,,6.89,0.66,,44.9917,0.947750363
J,B,1,34,2,2501,Chert,Brown,0.05,3.2,Flake,0,,Hertz,,,6.05,Single,,No,2,1,,Single,,No,2,1,No,,,,,,,,,,,,Feather,,,,,6.24,1.57,2.07,19.968,0.512820513
J,B,1,34,2,2502,Chert,Red,0.16,13.01,Flake,0,,Hertz,,,,Focal,,Yes,4,,,Focal,,Yes,4,,No,,,,,,,1,,,,,Hinge,,,,,9.5,1.13,,123.595,1.369473684
J,B,1,34,2,2503,Chert,Lt Brown,0.03,5.22,Flake,0,,Hertz,,,,Focal,,Yes,2,,,Focal,,Yes,2,,No,,,,,,,,,,,,Hinge,,,,,7.57,0.59,,39.5154,0.689564069
J,B,1,34,2,2505,Chert,Dk Brown,0.01,3.79,Flake,0,,Hertz,,,,Focal,,Yes,1,,,Focal,,Yes,1,,No,,,,,,,,,,,,Feather,,,,,5.23,0.44,,19.8217,0.724665392
J,B,1,34,2,2506,Chert,Brown,0.02,4.9,Flake,0,,Bending,,,4.55,Single,,Yes,2,1,,Single,,Yes,2,1,No,,,,,,,,,,,,Feather,,,,,4.42,0.7,0.59,21.658,1.108597285
J,B,1,34,2,2507,Chert,Grey,0.02,6.06,Flake,0,,Bending,,,3.45,Single,,No,2,1,,Single,,No,2,1,No,,,,,,,,,,,,Feather,,,,,3.37,1.5,1.67,20.4222,1.798219585
J,B,1,34,2,2508,Chert,Brown,0.2,12.07,RetF,0,,Hertz,,5,,Partcoll,,No,2,0,Yes,Partcoll,,No,2,0,Yes,Both,Press,Llat,9.05,1.38,,,,,,11,Retouched,,,,,7.32,1.64,,88.3524,1.648907104
J,B,1,34,2,2509,Chert,Faun,0.04,6.6,Flake,0,,Hertz,,,2.15,Single,,No,3,1,,Single,,No,3,1,No,,,,,,,,,,,,Feather,,,,,5.79,0.81,0.91,38.214,1.139896373
J,B,1,34,2,2510,Chert,Grey,0.32,8.56,Flake,0,,Hertz,,,,Focal,,Yes,6,,,Focal,,Yes,6,,No,,,,,,,,,,,,Hinge,,,,,18.34,2.45,,156.9904,0.466739368
J,B,1,34,2,2512,Chert,Brown,0.66,11.58,Flake,0,,Hertz,,,,Focal,,Yes,6,,,Focal,,Yes,6,,No,,,,,,,,,,,,Feather,,,,,12.97,4.89,,150.1926,0.892829607
J,B,1,34,2,2514,Chert,Brown,1.92,14.94,Flake,0,,Hertz,,,4.59,Mult,,Yes,5,6,,Mult,,Yes,5,6,No,,,,,,,,,,,,Feather,,,,,27.91,3.63,4.68,416.9754,0.53529201
J,B,1,34,2,2515,Chert,Red,1.31,19.33,Flake,5,Angul,Bending,,,7.49,Cort,,Yes,5,0,,Cort,,Yes,5,0,No,,,,,,,,,,,,Feather,,,,,13.72,4.81,2.96,265.2076,1.408892128
J,B,1,34,2,2516,Chert,Brown,0.05,9.08,Flake,0,,Hertz,,,,Focal,,Yes,3,,,Focal,,Yes,3,,No,,,,,,,,,,,,Feather,,,,,3.81,1.01,,34.5948,2.3832021
J,B,1,34,2,2518,Chert,Cream,2.91,18.77,RetF,0,,Hertz,,3,8.42,Single,,No,6,1,Yes,Single,,No,6,1,Yes,D-V,Percus,Rlat,,,,1,,,,2,Hinge,,,,,21.99,7.18,6.27,412.7523,0.853569804
J,B,1,34,2,2519,Chert,Red,0.04,9.71,Flake,0,,Hertz,,,,Coll,,Yes,3,,,Coll,,Yes,3,,No,,,,,,,,,,,,Feather,,,,,5.25,1.09,,50.9775,1.84952381
J,B,1,34,2,2520,Chert,Lt Brown,0.05,4.14,Flake,0,,Hertz,,,5.6,2-scars,,Yes,3,2,,2-scars,,Yes,3,2,No,,,,,,,,,,,,Hinge,,,,,5.94,1.64,1.97,24.5916,0.696969697
