Site,Square,Spit,Group,Artno,Material,Colour,Weight,Length,Artclas,Cortex,Cortype,Initiat,Breaks,Noseg,Platwid,Plat,Focal,Overhang,NoDS,NoPS,Rtch,Plat_2,Focal_2,Overhang_2,NoDS_2,NoPS_2,Rtch_2,RetOri,Retype,Retloc,Retlen,Retdep,Portion,Heat,EdgeDam,Weathering,Corerot,RetScNo,Term,Janus,Recycled,Redirect,Usewear?,Width,Thick,Platthic,area,elongation,,,,Site,Square,Spit,Group,Artno,Material,Colour,Weight,Length,Artclas,Cortex,Cortype,Initiat,Breaks,Noseg,Platwid,Plat,Focal,Overhang,NoDS,NoPS,Rtch,Plat_2,Focal_2,Overhang_2,NoDS_2,NoPS_2,Rtch_2,RetOri,Retype,Retloc,Retlen,Retdep,Portion,Heat,EdgeDam,Weathering,Corerot,RetScNo,Term,Janus,Recycled,Redirect,Usewear?
J,B,18,2,1156,Chert,Brown,0.09,9.12,Flake,0,,Hertz,,,2.09,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,,,,,,,Feather,,,,,5.44,1.93,1.19,49.6128,1.676470588,,,,J,B,18,2,1156,Chert,Brown,0.09,9.12,Flake,0,,Hertz,,,2.09,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1157,Quartzite,Grey,0.79,11.02,Flake,0,,Hertz,,,11.55,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,Step,,,,,13.16,3.31,2.53,145.0232,0.837386018,,,,J,B,18,2,1157,Quartzite,Grey,0.79,11.02,Flake,0,,Hertz,,,11.55,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,Step,,,,
J,B,18,2,1158,Chert,Cream,0.07,9.38,Flake,0,,Hertz,,,,Focal,,No,3,0,,Focal,,No,3,0,,,,,,,,,,,,,Feather,,,,,5.26,1.86,,49.3388,1.783269962,,,,J,B,18,2,1158,Chert,Cream,0.07,9.38,Flake,0,,Hertz,,,,Focal,,No,3,0,,Focal,,No,3,0,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1159,Chert,Brown,0.32,12.24,Flake,15,Round,Hertz,,,7.91,Cort,,Yes,3,0,,Cort,,Yes,3,0,,,,,,,,,,,,,Feather,,,,,8.33,2.76,3.32,101.9592,1.469387755,,,,J,B,18,2,1159,Chert,Brown,0.32,12.24,Flake,15,Round,Hertz,,,7.91,Cort,,Yes,3,0,,Cort,,Yes,3,0,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1160,Chert,Brown,0.03,7.39,Flake,0,,Bending,,,3.34,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,Feather,,,,,4.74,0.82,1.08,35.0286,1.55907173,,,,J,B,18,2,1160,Chert,Brown,0.03,7.39,Flake,0,,Bending,,,3.34,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1161,Chert,Grey,0.11,12.21,Flake,0,,Hertz,,,2.39,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Feather,,,,,5.88,2.29,1.16,71.7948,2.076530612,,,,J,B,18,2,1161,Chert,Grey,0.11,12.21,Flake,0,,Hertz,,,2.39,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1162,Chert,Brown,0.12,7.76,Flake,0,,Hertz,,,4.69,2-scars,,Yes,3,2,,2-scars,,Yes,3,2,,,,,,,,,,,,,Feather,,,,,10.66,1.17,1.71,82.7216,0.727954972,,,,J,B,18,2,1162,Chert,Brown,0.12,7.76,Flake,0,,Hertz,,,4.69,2-scars,,Yes,3,2,,2-scars,,Yes,3,2,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1163,Chert,Pink,0.02,4.31,Flake,0,,Hertz,,,,Focal,,No,2,,,Focal,,No,2,,,,,,,,,,,,,,Feather,,,,,7.8,1,,33.618,0.552564103,,,,J,B,18,2,1163,Chert,Pink,0.02,4.31,Flake,0,,Hertz,,,,Focal,,No,2,,,Focal,,No,2,,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1164,Chert,Grey,0.03,5.71,Flake,0,,Hertz,,,5.31,2-scars,,No,3,2,,2-scars,,No,3,2,,,,,,,,,,,,,Feather,,,,,4.98,1.38,0.98,28.4358,1.146586345,,,,J,B,18,2,1164,Chert,Grey,0.03,5.71,Flake,0,,Hertz,,,5.31,2-scars,,No,3,2,,2-scars,,No,3,2,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1165,Chert,Dk Brown,0.11,8.77,Flake,0,Angul,Hertz,,,,Focal,,Yes,4,,,Focal,,Yes,4,,,,,,,,,,,,,,Feather,,,,,8.73,1.66,,76.5621,1.004581901,,,,J,B,18,2,1165,Chert,Dk Brown,0.11,8.77,Flake,0,Angul,Hertz,,,,Focal,,Yes,4,,,Focal,,Yes,4,,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1166,Chert,Brown,0.52,8.07,Flake-b,0,,,Trans,,,,,Yes,4,,,,,Yes,4,,,,,,,,Dist,,,,,,Feather,,,,,14.53,4.09,,117.2571,0.555402615,,,,J,B,18,2,1166,Chert,Brown,0.52,8.07,Flake-b,0,,,Trans,,,,,Yes,4,,,,,Yes,4,,,,,,,,Dist,,,,,,Feather,,,,
J,B,18,2,1167,Chert,Grey,0.16,8.86,Flake,0,,Hertz,,,6.56,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,,,,,,,Feather,,,,,7.74,2.38,1.38,68.5764,1.144702842,,,,J,B,18,2,1167,Chert,Grey,0.16,8.86,Flake,0,,Hertz,,,6.56,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1168,Chert,Red,0.08,6.02,Flake,0,,Hertz,,,4.44,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,1,,,,,Feather,,,,,8.87,1.37,1.76,53.3974,0.678692221,,,,J,B,18,2,1168,Chert,Red,0.08,6.02,Flake,0,,Hertz,,,4.44,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,1,,,,,Feather,,,,
J,B,18,2,1169,Chert,Yellow,0.56,10.75,Flake,0,,Hertz,,,10.27,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,Feather,,,,,10.6,4.04,4.53,113.95,1.014150943,,,,J,B,18,2,1169,Chert,Yellow,0.56,10.75,Flake,0,,Hertz,,,10.27,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1170,Chert,Grey,1.19,12.64,Flake-b,0,,,Trans,,,,,,3,,,,,,3,,,,,,,,Dist,,,,,,Feather,,,,,20.85,3.54,,263.544,0.606235012,,,,J,B,18,2,1170,Chert,Grey,1.19,12.64,Flake-b,0,,,Trans,,,,,,3,,,,,,3,,,,,,,,Dist,,,,,,Feather,,,,
J,B,18,2,1171,Chert,Grey,0.3,4.98,Flake-b,5,Angul,,Trans,,,,,,2,,,,,,2,,,,,,,,Dist,,,,,,Hinge,,,,,13.46,2.6,,67.0308,0.369985141,,,,J,B,18,2,1171,Chert,Grey,0.3,4.98,Flake-b,5,Angul,,Trans,,,,,,2,,,,,,2,,,,,,,,Dist,,,,,,Hinge,,,,
J,B,18,2,1172,Chert,Grey,0.06,10.67,Flake,0,,Hertz,,,,Partcoll,,No,2,,,Partcoll,,No,2,,,,,,,,,,1,,,,Feather,,,,,4.7,1.13,,50.149,2.270212766,,,,J,B,18,2,1172,Chert,Grey,0.06,10.67,Flake,0,,Hertz,,,,Partcoll,,No,2,,,Partcoll,,No,2,,,,,,,,,,1,,,,Feather,,,,
J,B,18,2,1173,Chert,Dk Brown,0.1,5.21,Flake,10,Round,Bending,,,8.01,2-scars,,No,5,2,,2-scars,,No,5,2,,,,,,,,,,,,,Feather,,,,,9.8,1.95,2.26,51.058,0.531632653,,,,J,B,18,2,1173,Chert,Dk Brown,0.1,5.21,Flake,10,Round,Bending,,,8.01,2-scars,,No,5,2,,2-scars,,No,5,2,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1174,Chert,Brown,0.05,10.69,Flake-b,0,,Hertz,Trans,,2.65,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,Prox,,,,,,,,,,,4.96,1.21,0.97,53.0224,2.155241935,,,,J,B,18,2,1174,Chert,Brown,0.05,10.69,Flake-b,0,,Hertz,Trans,,2.65,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,Prox,,,,,,,,,,
J,B,18,2,1175,Chert,Brown,0.21,5.38,Flake,0,,Hertz,,,5.76,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,Feather,,,,,7.67,3.49,2.44,41.2646,0.701434159,,,,J,B,18,2,1175,Chert,Brown,0.21,5.38,Flake,0,,Hertz,,,5.76,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1176,Chert,Grey,0.02,7,Flake,0,,Hertz,,,,Focal,,Yes,3,,,Focal,,Yes,3,,,,,,,,,,,,,,Feather,,,,,4.81,0.81,,33.67,1.455301455,,,,J,B,18,2,1176,Chert,Grey,0.02,7,Flake,0,,Hertz,,,,Focal,,Yes,3,,,Focal,,Yes,3,,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1177,Chert,Grey,0.19,10.22,Flake,0,,Hertz,,,5.14,2-scars,,Yes,4,2,,2-scars,,Yes,4,2,,,,,,,,,,,,,Feather,,,,,8.09,2.3,2.53,82.6798,1.26328801,,,,J,B,18,2,1177,Chert,Grey,0.19,10.22,Flake,0,,Hertz,,,5.14,2-scars,,Yes,4,2,,2-scars,,Yes,4,2,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1178,Chert,Brown,0.02,7.49,Flake,0,,Hertz,,,,Focal,,Yes,2,,,Focal,,Yes,2,,,,,,,,,,,,,,Feather,,,,,4.2,0.47,,31.458,1.783333333,,,,J,B,18,2,1178,Chert,Brown,0.02,7.49,Flake,0,,Hertz,,,,Focal,,Yes,2,,,Focal,,Yes,2,,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1179,Chert,Brown,0.08,12.29,Flake,0,,Hertz,,,,Focal,,Yes,4,,,Focal,,Yes,4,,,,,,,,,,,,,,Feather,,,,,3.98,1.34,,48.9142,3.087939698,,,,J,B,18,2,1179,Chert,Brown,0.08,12.29,Flake,0,,Hertz,,,,Focal,,Yes,4,,,Focal,,Yes,4,,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1180,Chert,Peach,0.09,5.07,Flake-b,0,,Hertz,Lmarg,,,,,No,3,,,,,No,3,,,,,,,,,1,,,,,Feather,,,,,9.59,3.29,,48.6213,0.528675704,,,,J,B,18,2,1180,Chert,Peach,0.09,5.07,Flake-b,0,,Hertz,Lmarg,,,,,No,3,,,,,No,3,,,,,,,,,1,,,,,Feather,,,,
J,B,18,2,1181,Chert,Grey,0.03,4.89,Flake-b,0,,Hertz,Trans,,3.02,Single,,Yes,2,1,,Single,,Yes,2,1,,,,,,,Prox,,,,,,,,,,,2.83,0.96,1.18,13.8387,1.727915194,,,,J,B,18,2,1181,Chert,Grey,0.03,4.89,Flake-b,0,,Hertz,Trans,,3.02,Single,,Yes,2,1,,Single,,Yes,2,1,,,,,,,Prox,,,,,,,,,,
J,B,18,2,1182,Chert,Brown,0.07,8.47,Flake,0,,Hertz,,,3.02,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Feather,,,,,4.65,1.66,1.08,39.3855,1.821505376,,,,J,B,18,2,1182,Chert,Brown,0.07,8.47,Flake,0,,Hertz,,,3.02,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1183,Chert,Grey,0.26,5.44,Flake-b,0,,Hertz,Rmarg,,5.9,Single,,No,4,1,,Single,,No,4,1,,,,,,,Llat,,,,,,Feather,,,,,10.28,3.96,3.31,55.9232,0.529182879,,,,J,B,18,2,1183,Chert,Grey,0.26,5.44,Flake-b,0,,Hertz,Rmarg,,5.9,Single,,No,4,1,,Single,,No,4,1,,,,,,,Llat,,,,,,Feather,,,,
J,B,18,2,1184,Chert,Brown,3.63,31.3,Flake,0,,Hertz,,,12.53,2-scars,,Yes,4,2,,2-scars,,Yes,4,2,,,,,,,,,,,,,Hinge,,,,,16.47,6.2,3.76,515.511,1.900425015,,,,J,B,18,2,1184,Chert,Brown,3.63,31.3,Flake,0,,Hertz,,,12.53,2-scars,,Yes,4,2,,2-scars,,Yes,4,2,,,,,,,,,,,,,Hinge,,,,
J,B,18,2,1185,Volcanic,Grey,5.67,30.75,Flake,5,Angul,Hertz,,,8.81,Cort,,Yes,4,0,,Cort,,Yes,4,0,,,,,,,,,,,,,Feather,,,,,26.52,7.52,6.46,815.49,1.159502262,,,,J,B,18,2,1185,Volcanic,Grey,5.67,30.75,Flake,5,Angul,Hertz,,,8.81,Cort,,Yes,4,0,,Cort,,Yes,4,0,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1186,Chert,Brown,3.95,15.68,Flake,0,,Hertz,,,8.63,3-scars,,No,7,3,,3-scars,,No,7,3,,,,,,,,,,,,,Feather,,,,,29.5,6.09,6.4,462.56,0.531525424,,,,J,B,18,2,1186,Chert,Brown,3.95,15.68,Flake,0,,Hertz,,,8.63,3-scars,,No,7,3,,3-scars,,No,7,3,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1187,Volcanic,Grey,2.81,18.39,Flake,0,,Hertz,,,25.56,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Feather,,,,,18.32,3.93,6.8,336.9048,1.003820961,,,,J,B,18,2,1187,Volcanic,Grey,2.81,18.39,Flake,0,,Hertz,,,25.56,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1188,Chert,Grey,4.17,28.01,Flake,0,,Hertz,,,11.34,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,,,,,,,Step,,,,,19.42,5.49,3.99,543.9542,1.442327497,,,,J,B,18,2,1188,Chert,Grey,4.17,28.01,Flake,0,,Hertz,,,11.34,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,,,,,,,Step,,,,
J,B,18,2,1189,Chert,Brown,2.85,17.12,Flake,0,,Hertz,,,19.69,2-scars,,No,7,2,,2-scars,,No,7,2,,,,,,,,,,,,,Feather,,,,,17.36,5.53,6.62,297.2032,0.986175115,,,,J,B,18,2,1189,Chert,Brown,2.85,17.12,Flake,0,,Hertz,,,19.69,2-scars,,No,7,2,,2-scars,,No,7,2,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1190,Chert,Dk Brown,4.05,16.85,RetF,0,,Hertz,,3,22.23,2-scars,,No,7,2,Yes,2-scars,,No,7,2,Yes,D-V,Percus,Rlat,,,,,,,,1,Feather,,,,,26.17,9,7.07,440.9645,0.643867023,,,,J,B,18,2,1190,Chert,Dk Brown,4.05,16.85,RetF,0,,Hertz,,3,22.23,2-scars,,No,7,2,Yes,2-scars,,No,7,2,Yes,D-V,Percus,Rlat,,,,,,,,1,Feather,,,,
J,B,18,2,1191,Volcanic,Grey,3.01,22.6,Flake,5,Angul,Hertz,,,4.73,Single,,Yes,7,1,,Single,,Yes,7,1,,,,,,,,,,1,,,Feather,,,,,22.68,6.33,2.43,512.568,0.996472663,,,,J,B,18,2,1191,Volcanic,Grey,3.01,22.6,Flake,5,Angul,Hertz,,,4.73,Single,,Yes,7,1,,Single,,Yes,7,1,,,,,,,,,,1,,,Feather,,,,
J,B,18,2,1192,Chert,Grey,2.4,17.77,Flake,0,,Hertz,,,18,2-scars,,Yes,8,2,,2-scars,,Yes,8,2,,,,,,,,,,,,,Feather,,,,,23.46,6.7,6.7,416.8842,0.757459506,,,,J,B,18,2,1192,Chert,Grey,2.4,17.77,Flake,0,,Hertz,,,18,2-scars,,Yes,8,2,,2-scars,,Yes,8,2,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1193,Volcanic,Dk Grey,2.04,15.93,Flake,70,Angul,Hertz,,,9.71,Single,,No,4,1,,Single,,No,4,1,,,,,,,,,,,,,Feather,,,,,14.28,5.02,4.28,227.4804,1.115546218,,,,J,B,18,2,1193,Volcanic,Dk Grey,2.04,15.93,Flake,70,Angul,Hertz,,,9.71,Single,,No,4,1,,Single,,No,4,1,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1194,Volcanic,Grey,0.52,19.74,Flake,0,,Hertz,,,,Focal,,Yes,4,,,Focal,,Yes,4,,,,,,,,,,,,,,Feather,,,,,8.14,3.6,,160.6836,2.425061425,,,,J,B,18,2,1194,Volcanic,Grey,0.52,19.74,Flake,0,,Hertz,,,,Focal,,Yes,4,,,Focal,,Yes,4,,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1195,Chert,Cream,0.74,16.35,Flake,0,,Hertz,,,9.09,2-scars,,Yes,4,2,,2-scars,,Yes,4,2,,,,,,,,,,,,,Feather,,,,,21.19,2.2,2.23,346.4565,0.771590373,,,,J,B,18,2,1195,Chert,Cream,0.74,16.35,Flake,0,,Hertz,,,9.09,2-scars,,Yes,4,2,,2-scars,,Yes,4,2,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1196,Chert,Grey,9.11,24.54,Flake,0,,Hertz,,,16.36,Single,,No,4,1,,Single,,No,4,1,,,,,,,,,,,,,Feather,,,,,19.64,14.6,5.66,481.9656,1.249490835,,,,J,B,18,2,1196,Chert,Grey,9.11,24.54,Flake,0,,Hertz,,,16.36,Single,,No,4,1,,Single,,No,4,1,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1197,Chert,Grey,1.55,8.14,Flake,0,,Hertz,,,20.79,3-scars,,Yes,7,3,,3-scars,,Yes,7,3,,,,,,,,,,,,,Feather,,,,,21.95,6.64,3.71,178.673,0.370842825,,,,J,B,18,2,1197,Chert,Grey,1.55,8.14,Flake,0,,Hertz,,,20.79,3-scars,,Yes,7,3,,3-scars,,Yes,7,3,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1198,Chert,Grey,3.53,19.03,RetF,0,,Hertz,,5,22,Single,,No,3,1,Yes,Single,,No,3,1,Yes,V-D,Percus,Llat,,,,,,,,3,Feather,,,,,17.86,7.35,7.76,339.8758,1.065509518,,,,J,B,18,2,1198,Chert,Grey,3.53,19.03,RetF,0,,Hertz,,5,22,Single,,No,3,1,Yes,Single,,No,3,1,Yes,V-D,Percus,Llat,,,,,,,,3,Feather,,,,
J,B,18,2,1199,Chert,Grey,3.73,13.3,Flake,0,,Hertz,,,24.11,Single,,Yes,8,1,,Single,,Yes,8,1,,,,,,,,,,,,,Feather,,,,,19,11.1,10.27,252.7,0.7,,,,J,B,18,2,1199,Chert,Grey,3.73,13.3,Flake,0,,Hertz,,,24.11,Single,,Yes,8,1,,Single,,Yes,8,1,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1200,Chert,Grey,0.69,12.87,Flake-b,5,Round,Hertz,Rmarg,,4.53,Cort,,Yes,6,0,,Cort,,Yes,6,0,,,,,,,,,,,,,Feather,,,,,11.53,3.46,3.67,148.3911,1.11621856,,,,J,B,18,2,1200,Chert,Grey,0.69,12.87,Flake-b,5,Round,Hertz,Rmarg,,4.53,Cort,,Yes,6,0,,Cort,,Yes,6,0,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1201,Chert,Faun,0.86,15.02,Flake,5,Angul,Hertz,,,11.78,Cort,,Yes,4,1,,Cort,,Yes,4,1,,,,,,,,,1,,,,Feather,,,,,13.46,4.47,3.46,202.1692,1.11589896,,,,J,B,18,2,1201,Chert,Faun,0.86,15.02,Flake,5,Angul,Hertz,,,11.78,Cort,,Yes,4,1,,Cort,,Yes,4,1,,,,,,,,,1,,,,Feather,,,,
J,B,18,2,1202,Chert,Brown,1.04,13.46,Core,0,,,,,,,,,12,,,,,,12,,,,,,,,,,,,2,,,,,,,7.18,8.05,,96.6428,1.874651811,,,,J,B,18,2,1202,Chert,Brown,1.04,13.46,Core,0,,,,,,,,,12,,,,,,12,,,,,,,,,,,,2,,,,,,
J,B,18,2,1203,Chert,Red,0.31,10.26,RetF-b,0,,Hertz,Lmarg,1,7.25,Single,,Yes,6,1,Yes,Single,,Yes,6,1,Yes,D-V,Percus,Llat,,,,,,,,1,Feather,,,,,7.45,3,2.22,76.437,1.377181208,,,,J,B,18,2,1203,Chert,Red,0.31,10.26,RetF-b,0,,Hertz,Lmarg,1,7.25,Single,,Yes,6,1,Yes,Single,,Yes,6,1,Yes,D-V,Percus,Llat,,,,,,,,1,Feather,,,,
J,B,18,2,1204,Volcanic,Dk Grey,2.35,26.14,Flake-b,0,,Hertz,Dist,,13.41,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,1,,,,,,,,13.96,5.14,3.03,364.9144,1.872492837,,,,J,B,18,2,1204,Volcanic,Dk Grey,2.35,26.14,Flake-b,0,,Hertz,Dist,,13.41,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,1,,,,,,,
J,B,18,2,1205,Chert,Brown,0.29,9.91,RetF,80,Angul,,Trans,6,,,,,0,,Yes,,,,0,,Yes,D-V,Percus,Bothlats,,,Dist,,,,,4,Feather,,,,,6.83,3.69,,67.6853,1.450951684,,,,J,B,18,2,1205,Chert,Brown,0.29,9.91,RetF,80,Angul,,Trans,6,,,,,0,,Yes,,,,0,,Yes,D-V,Percus,Bothlats,,,Dist,,,,,4,Feather,,,,
J,B,18,2,1206,Chert,Lt Brown,1.79,14.73,RetF,0,,Retouched,,1,,Retouched,,No,7,,Yes,Retouched,,No,7,,Yes,V-D,Percus,Prox,,,,,,,,3,Feather,,,,,12.27,7.26,,180.7371,1.200488998,,,,J,B,18,2,1206,Chert,Lt Brown,1.79,14.73,RetF,0,,Retouched,,1,,Retouched,,No,7,,Yes,Retouched,,No,7,,Yes,V-D,Percus,Prox,,,,,,,,3,Feather,,,,
J,B,18,2,1207,Volcanic,Dk Grey,2,22.25,Flake,60,Round,Hertz,,,6.84,Single,,No,1,1,,Single,,No,1,1,,,,,,,,1,,,,,Feather,,,,,12.97,5.79,5.33,288.5825,1.715497301,,,,J,B,18,2,1207,Volcanic,Dk Grey,2,22.25,Flake,60,Round,Hertz,,,6.84,Single,,No,1,1,,Single,,No,1,1,,,,,,,,1,,,,,Feather,,,,
J,B,18,2,1208,Chert,Red,1.31,12.55,RetF,0,,Hertz,,4,10.03,Single,,No,5,1,Yes,Single,,No,5,1,Yes,D-V,Percus,Bothlats,,,,1,,,,3,Step,,,,,13.69,8,5.61,171.8095,0.916727538,,,,J,B,18,2,1208,Chert,Red,1.31,12.55,RetF,0,,Hertz,,4,10.03,Single,,No,5,1,Yes,Single,,No,5,1,Yes,D-V,Percus,Bothlats,,,,1,,,,3,Step,,,,
J,B,18,2,1209,Volcanic,Grey,1.26,22.93,Flake,20,Angul,Bending,,,8.54,Cort,,Yes,7,0,,Cort,,Yes,7,0,,,,,,,,,,,,,Feather,,,,,9.34,6.6,7.29,214.1662,2.45503212,,,,J,B,18,2,1209,Volcanic,Grey,1.26,22.93,Flake,20,Angul,Bending,,,8.54,Cort,,Yes,7,0,,Cort,,Yes,7,0,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1210,Chert,Dk Brown,1.39,10.46,CoreFrag,0,,,,,,,,,6,,,,,,6,,,,,,,,,1,,,2,,,,,,,21.27,5.88,,222.4842,0.491772449,,,,J,B,18,2,1210,Chert,Dk Brown,1.39,10.46,CoreFrag,0,,,,,,,,,6,,,,,,6,,,,,,,,,1,,,2,,,,,,
J,B,18,2,1211,Chert,Grey,0.64,9.53,Flake,0,,Hertz,,,8.49,Single,,No,5,1,,Single,,No,5,1,,,,,,,,,,,,,Feather,,,,,8.94,5.53,4.14,85.1982,1.065995526,,,,J,B,18,2,1211,Chert,Grey,0.64,9.53,Flake,0,,Hertz,,,8.49,Single,,No,5,1,,Single,,No,5,1,,,,,,,,,,,,,Feather,,,,
J,B,18,2,1212,Chert,Peach,0.91,12.61,Flake-b,0,,,Both,,,,,,7,,,,,,7,,,,,,,,Med,1,,,,,Feather,,,,,9.57,5.41,,120.6777,1.317659352,,,,J,B,18,2,1212,Chert,Peach,0.91,12.61,Flake-b,0,,,Both,,,,,,7,,,,,,7,,,,,,,,Med,1,,,,,Feather,,,,
J,B,18,2,1213,Volcanic,Dk Brown,1.97,19.92,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.54,6.04,,150.1968,2.641909814,,,,J,B,18,2,1213,Volcanic,Dk Brown,1.97,19.92,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,18,2,1214,Chert,Grey,1.19,20.43,Shatt,30,Angul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.69,6.3,,177.5367,2.350978136,,,,J,B,18,2,1214,Chert,Grey,1.19,20.43,Shatt,30,Angul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,18,2,1215,Chert,Grey,0.78,17.72,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.42,4.95,,113.7624,2.760124611,,,,J,B,18,2,1215,Chert,Grey,0.78,17.72,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,18,2,1216,Volcanic,Dk Grey,0.79,20.83,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.54,8.5,,136.2282,3.185015291,,,,J,B,18,2,1216,Volcanic,Dk Grey,0.79,20.83,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,18,2,1217,Chert,Cream,0.25,7.57,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.56,3.53,,64.7992,0.884345794,,,,J,B,18,2,1217,Chert,Cream,0.25,7.57,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,18,2,1218,Chert,Grey,0.33,15.64,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,2.92,,107.916,2.266666667,,,,J,B,18,2,1218,Chert,Grey,0.33,15.64,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,18,2,1219,Chert,Brown,0.41,10.92,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78,6.69,,41.2776,2.888888889,,,,J,B,18,2,1219,Chert,Brown,0.41,10.92,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,18,2,1220,Chert,Brown,0.1,5.82,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92,3.57,,22.8144,1.484693878,,,,J,B,18,2,1220,Chert,Brown,0.1,5.82,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,18,2,1221,Chert,Peach,0.67,11.55,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.72,6.97,,89.166,1.49611399,,,,J,B,18,2,1221,Chert,Peach,0.67,11.55,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,18,2,1222,Chert,Grey,0.07,8.2,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.18,1.78,,58.876,1.142061281,,,,J,B,18,2,1222,Chert,Grey,0.07,8.2,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
