Site,Square,Spit,Group,Artno,Material,Colour,Weight,Length,Artclas,Cortex,Cortype,Initiat,Breaks,Noseg,Platwid,Plat,Focal,Overhang,NoDS,NoPS,Rtch,Plat_2,Focal_2,Overhang_2,NoDS_2,NoPS_2,Rtch_2,RetOri,Retype,Retloc,Retlen,Retdep,Portion,Heat,EdgeDam,Weathering,Corerot,RetScNo,Term,Janus,Recycled,Redirect,Usewear?,Width,Thick,Platthic,area,elongation,,,,Site,Square,Spit,Group,Artno,Material,Colour,Weight,Length,Artclas,Cortex,Cortype,Initiat,Breaks,Noseg,Platwid,Plat,Focal,Overhang,NoDS,NoPS,Rtch,Plat_2,Focal_2,Overhang_2,NoDS_2,NoPS_2,Rtch_2,RetOri,Retype,Retloc,Retlen,Retdep,Portion,Heat,EdgeDam,Weathering,Corerot,RetScNo,Term,Janus,Recycled,Redirect,Usewear?
J,A,39,,7069,Chert,Dk Grey,0.35,18.71,Flake,0,,Hertz,,,1.99,Single,,Yes,6,1,,Single,,Yes,6,1,,,,,,,,,,,,,Feather,,,,,8.57,2.28,0.52,160.3447,2.1831972,,,,J,A,39,,7069,Chert,Dk Grey,0.35,18.71,Flake,0,,Hertz,,,1.99,Single,,Yes,6,1,,Single,,Yes,6,1,,,,,,,,,,,,,Feather,,,,
J,A,39,,7070,Chert,Lt Brown,0.3,12.35,Flake,0,,Hertz,,,,Focal,,Yes,6,,,Focal,,Yes,6,,,,,,,,,,,,,,Feather,,,,,9.35,2.36,,115.4725,1.320855615,,,,J,A,39,,7070,Chert,Lt Brown,0.3,12.35,Flake,0,,Hertz,,,,Focal,,Yes,6,,,Focal,,Yes,6,,,,,,,,,,,,,,Feather,,,,
J,A,39,,7071,Chert,Brown,2.9,18.84,Flake,10,Angul,Bending,,,15.29,3-scars,,No,4,3,,3-scars,,No,4,3,,,,,,,,,,,,,Feather,,,,,16.56,8.09,11.66,311.9904,1.137681159,,,,J,A,39,,7071,Chert,Brown,2.9,18.84,Flake,10,Angul,Bending,,,15.29,3-scars,,No,4,3,,3-scars,,No,4,3,,,,,,,,,,,,,Feather,,,,
J,A,39,,7072,Chert,Brown,0.71,25.71,Flake,0,,Hertz,,,4.26,2-scars,,Yes,8,2,,2-scars,,Yes,8,2,,,,,,,,1,,,,,Hinge,,,,,11.47,1.97,0.93,294.8937,2.241499564,,,,J,A,39,,7072,Chert,Brown,0.71,25.71,Flake,0,,Hertz,,,4.26,2-scars,,Yes,8,2,,2-scars,,Yes,8,2,,,,,,,,1,,,,,Hinge,,,,
J,A,39,,7073,Chert,Dk Grey,1.52,14.16,Flake,0,,Hertz,,,9.75,Single,,No,5,1,,Single,,No,5,1,,,,,,,,,,,,,Feather,,,,,12.23,6.3,5.06,173.1768,1.157808667,,,,J,A,39,,7073,Chert,Dk Grey,1.52,14.16,Flake,0,,Hertz,,,9.75,Single,,No,5,1,,Single,,No,5,1,,,,,,,,,,,,,Feather,,,,
J,A,39,,7074,Chert,White,1.2,14.96,RetF-b,10,Round,,Trans,1,,,,,4,,Yes,,,,4,,Yes,V-D,Percus,Dist,4.01,4.56,Dist,,,,,2,Retouched,,,,,15.89,4.85,,237.7144,0.941472624,,,,J,A,39,,7074,Chert,White,1.2,14.96,RetF-b,10,Round,,Trans,1,,,,,4,,Yes,,,,4,,Yes,V-D,Percus,Dist,4.01,4.56,Dist,,,,,2,Retouched,,,,
J,A,39,,7075,Chert,Grey,0.43,16.41,Flake,0,,Hertz,,,3.8,Single,,Yes,5,1,,Single,,Yes,5,1,,,,,,,,1,,,,,Feather,,,,,7.54,3.8,1.78,123.7314,2.176392573,,,,J,A,39,,7075,Chert,Grey,0.43,16.41,Flake,0,,Hertz,,,3.8,Single,,Yes,5,1,,Single,,Yes,5,1,,,,,,,,1,,,,,Feather,,,,
J,A,39,,7076,Chert,Grey,0.19,11.61,Flake-b,0,,Hertz,Dist,,4.42,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,none,,,,,8.32,2.05,3.07,96.5952,1.395432692,,,,J,A,39,,7076,Chert,Grey,0.19,11.61,Flake-b,0,,Hertz,Dist,,4.42,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,none,,,,
J,A,39,,7077,Chert,Dk Brown,0.44,12.75,Flake,0,,Hertz,,,4.79,Single,,No,6,1,,Single,,No,6,1,,,,,,,,,,,,,Feather,,,,,11.19,4.06,2.17,142.6725,1.139410188,,,,J,A,39,,7077,Chert,Dk Brown,0.44,12.75,Flake,0,,Hertz,,,4.79,Single,,No,6,1,,Single,,No,6,1,,,,,,,,,,,,,Feather,,,,
J,A,39,,7078,Chert,Red,0.05,7.29,Flake-b,0,,Bending,Rmarg,,4.34,2-scars,,Yes,2,2,,2-scars,,Yes,2,2,,,,,,,,,,,,,Feather,,,,,5.53,0.79,1.16,40.3137,1.318264014,,,,J,A,39,,7078,Chert,Red,0.05,7.29,Flake-b,0,,Bending,Rmarg,,4.34,2-scars,,Yes,2,2,,2-scars,,Yes,2,2,,,,,,,,,,,,,Feather,,,,
J,A,39,,7079,Chert,Grey,0.59,19.71,Flake,0,,Hertz,,,,Focal,,No,8,,,Focal,,No,8,,,,,,,,,,,,,,Feather,,,,,8.23,3.5,,162.2133,2.394896719,,,,J,A,39,,7079,Chert,Grey,0.59,19.71,Flake,0,,Hertz,,,,Focal,,No,8,,,Focal,,No,8,,,,,,,,,,,,,,Feather,,,,
J,A,39,,7080,Chert,Lt Brown,0.16,14.82,Flake,0,,Hertz,,,3.63,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Feather,,,,,4.95,2.27,1.92,73.359,2.993939394,,,,J,A,39,,7080,Chert,Lt Brown,0.16,14.82,Flake,0,,Hertz,,,3.63,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Feather,,,,
J,A,39,,7081,Chert,Brown,0.09,12.7,Flake,0,,Bending,,,3,Single,,Yes,6,1,,Single,,Yes,6,1,,,,,,,,,,,,,Feather,,,,,5.31,1.12,0.63,67.437,2.391713748,,,,J,A,39,,7081,Chert,Brown,0.09,12.7,Flake,0,,Bending,,,3,Single,,Yes,6,1,,Single,,Yes,6,1,,,,,,,,,,,,,Feather,,,,
J,A,39,,7082,Chert,Grey,0.5,11.34,Flake-b,0,,Hertz,LCS,,8.42,Single,,No,2,1,,Single,,No,2,1,,,,,,,Llat,,,,,,Feather,,,,,7.49,4.15,4.27,84.9366,1.514018692,,,,J,A,39,,7082,Chert,Grey,0.5,11.34,Flake-b,0,,Hertz,LCS,,8.42,Single,,No,2,1,,Single,,No,2,1,,,,,,,Llat,,,,,,Feather,,,,
J,A,39,,7083,Chert,Dk Brown,0.21,5.67,Flake,0,,Hertz,,,8.08,Single,,Yes,6,1,,Single,,Yes,6,1,,,,,,,,,,,,,Feather,,,,,7.34,2.84,2.96,41.6178,0.772479564,,,,J,A,39,,7083,Chert,Dk Brown,0.21,5.67,Flake,0,,Hertz,,,8.08,Single,,Yes,6,1,,Single,,Yes,6,1,,,,,,,,,,,,,Feather,,,,
J,A,39,,7084,Chert,Brown,0.05,5.63,Flake,0,,Hertz,,,6.52,2-scars,,Yes,3,2,,2-scars,,Yes,3,2,,,,,,,,1,,,,,Feather,,,,,6.43,1.33,1.24,36.2009,0.875583204,,,,J,A,39,,7084,Chert,Brown,0.05,5.63,Flake,0,,Hertz,,,6.52,2-scars,,Yes,3,2,,2-scars,,Yes,3,2,,,,,,,,1,,,,,Feather,,,,
J,A,39,,7085,Chert,Brown,0.03,6.26,Flake-b,0,,,Prox,,,,,,6,,,,,,6,,,,,,,,,,,,,,Feather,,,,,5.47,0.96,,34.2422,1.144424132,,,,J,A,39,,7085,Chert,Brown,0.03,6.26,Flake-b,0,,,Prox,,,,,,6,,,,,,6,,,,,,,,,,,,,,Feather,,,,
J,A,39,,7086,Chert,Lt Brown,0.06,7.96,Flake,0,,Hertz,,,3.77,2-scars,,Yes,5,2,,2-scars,,Yes,5,2,,,,,,,,,,,,,Feather,,,,,5.87,1.15,2.01,46.7252,1.3560477,,,,J,A,39,,7086,Chert,Lt Brown,0.06,7.96,Flake,0,,Hertz,,,3.77,2-scars,,Yes,5,2,,2-scars,,Yes,5,2,,,,,,,,,,,,,Feather,,,,
J,A,39,,7087,Chert,Brown,0.02,3.2,Flake,0,,Hertz,,,5.53,2-scars,,No,1,2,,2-scars,,No,1,2,,,,,,,Med,,,,,,Feather,,,,,5.15,1.15,1.11,16.48,0.621359223,,,,J,A,39,,7087,Chert,Brown,0.02,3.2,Flake,0,,Hertz,,,5.53,2-scars,,No,1,2,,2-scars,,No,1,2,,,,,,,Med,,,,,,Feather,,,,
J,A,39,,7088,Chert,Grey,1.28,11.63,Flake,0,,Hertz,,,7.1,Single,,No,2,1,,Single,,No,2,1,,,,,,,,1,,,,,Feather,,,,,8.06,10.7,4.2,93.7378,1.44292804,,,,J,A,39,,7088,Chert,Grey,1.28,11.63,Flake,0,,Hertz,,,7.1,Single,,No,2,1,,Single,,No,2,1,,,,,,,,1,,,,,Feather,,,,
J,A,39,,7089,Chert,Grey,6.9,25.48,FP,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,22.45,10.33,,572.026,1.134966592,,,,J,A,39,,7089,Chert,Grey,6.9,25.48,FP,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
J,A,39,,7090,Chert,Red,0.64,11.01,FP,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,13.06,2.68,,143.7906,0.843032159,,,,J,A,39,,7090,Chert,Red,0.64,11.01,FP,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
J,A,39,,7091,Chert,Dk Grey,0.29,10.92,Flake-b,0,,,Trans,,,,,,5,,,,,,5,,,,,,,,Dist,1,,,,,Feather,,,yes,,4.99,5.11,,54.4908,2.188376754,,,,J,A,39,,7091,Chert,Dk Grey,0.29,10.92,Flake-b,0,,,Trans,,,,,,5,,,,,,5,,,,,,,,Dist,1,,,,,Feather,,,yes,
J,A,39,,7092,Chert,Lt Brown,0.27,9.82,FP,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,6.8,2.92,,66.776,1.444117647,,,,J,A,39,,7092,Chert,Lt Brown,0.27,9.82,FP,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
J,A,39,,7093,Chert,Brown,0.04,4.6,FP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64,1.91,,21.344,0.99137931,,,,J,A,39,,7093,Chert,Brown,0.04,4.6,FP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,A,39,,7094,Chert,Brown,0.38,12.03,Flake-b,0,,,Long,,,Single,,Yes,5,,,Single,,Yes,5,,,,,,,,Rlat,1,,,,,Feather,,,,,8.34,3.15,,100.3302,1.442446043,,,,J,A,39,,7094,Chert,Brown,0.38,12.03,Flake-b,0,,,Long,,,Single,,Yes,5,,,Single,,Yes,5,,,,,,,,Rlat,1,,,,,Feather,,,,
J,A,39,,7095,Chert,Red,0.44,9.32,RetF-b,,,,Trans,1,,,,,7,,Yes,,,,7,,Yes,V-D,Percus,Rlat,,,Dist,1,,,,1,Feather,,,,,12.85,2.04,,119.762,0.725291829,,,,J,A,39,,7095,Chert,Red,0.44,9.32,RetF-b,,,,Trans,1,,,,,7,,Yes,,,,7,,Yes,V-D,Percus,Rlat,,,Dist,1,,,,1,Feather,,,,
J,A,39,,7096,Chert,Cream,8.56,32.95,FP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.71,9.89,,616.4945,1.761090326,,,,J,A,39,,7096,Chert,Cream,8.56,32.95,FP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,A,39,,7097,Chert,Brown,0.37,6.64,Flake-b,20,Round,,Trans,,,,,,2,,,,,,2,,,,,,,,Dist,,,,,,Feather,,,,,14.57,2.71,,96.7448,0.455730954,,,,J,A,39,,7097,Chert,Brown,0.37,6.64,Flake-b,20,Round,,Trans,,,,,,2,,,,,,2,,,,,,,,Dist,,,,,,Feather,,,,
J,A,39,,7098,Chert,Lt Purple,0.65,15.32,Flake,0,,Hertz,,,,Focal,,Yes,5,,,Focal,,Yes,5,,,,,,,,,,,,,,Hinge,,,,,7.94,4.78,,121.6408,1.929471033,,,,J,A,39,,7098,Chert,Lt Purple,0.65,15.32,Flake,0,,Hertz,,,,Focal,,Yes,5,,,Focal,,Yes,5,,,,,,,,,,,,,,Hinge,,,,
J,A,39,,7099,Chert,Lt Brown,0.28,9.46,Flake-b,0,,Hertz,Lmarg,,5.01,Single,,Yes,7,1,,Single,,Yes,7,1,,,,,,,,,,,,,Feather,,,,,8.53,2.6,1.14,80.6938,1.109026964,,,,J,A,39,,7099,Chert,Lt Brown,0.28,9.46,Flake-b,0,,Hertz,Lmarg,,5.01,Single,,Yes,7,1,,Single,,Yes,7,1,,,,,,,,,,,,,Feather,,,,
J,A,39,,7100,Chert,Brown,0.14,14.94,Flake-b,0,,,Trans,,,,,,4,,,,,,4,,,,,,,,Med,,,,,,,,,,,4.97,1.61,,74.2518,3.006036217,,,,J,A,39,,7100,Chert,Brown,0.14,14.94,Flake-b,0,,,Trans,,,,,,4,,,,,,4,,,,,,,,Med,,,,,,,,,,
J,A,39,,7101,Chert,Lt Brown,0.14,11.96,Flake-b,0,,Hertz,Rmarg,,,Focal,,Yes,4,,,Focal,,Yes,4,,,,,,,,,,,,,,Feather,,,,,5.74,1.27,,68.6504,2.083623693,,,,J,A,39,,7101,Chert,Lt Brown,0.14,11.96,Flake-b,0,,Hertz,Rmarg,,,Focal,,Yes,4,,,Focal,,Yes,4,,,,,,,,,,,,,,Feather,,,,
J,A,39,,7102,Chert,Dk Grey,0.31,7.09,Flake-b,60,Angul,,Trans,,,,,,2,,,,,,2,,,,,,,,Dist,,,,,,Feather,,,,,12.82,3.22,,90.8938,0.553042122,,,,J,A,39,,7102,Chert,Dk Grey,0.31,7.09,Flake-b,60,Angul,,Trans,,,,,,2,,,,,,2,,,,,,,,Dist,,,,,,Feather,,,,
J,A,39,,7103,Chert,Brown,0.3,6.81,Flake-b,0,,,Trans,,,,,,3,,,,,,3,,,,,,,,Dist,,,,,,Hinge,,,,,14.38,2.76,,97.9278,0.473574409,,,,J,A,39,,7103,Chert,Brown,0.3,6.81,Flake-b,0,,,Trans,,,,,,3,,,,,,3,,,,,,,,Dist,,,,,,Hinge,,,,
J,A,39,,7104,Chert,Lt Brown,0.07,8.79,Flake-b,0,,Hertz,LCS,,,Focal,,No,2,,,Focal,,No,2,,,,,,,,Llat,1,,,,,Feather,,,,,3.89,2.13,,34.1931,2.259640103,,,,J,A,39,,7104,Chert,Lt Brown,0.07,8.79,Flake-b,0,,Hertz,LCS,,,Focal,,No,2,,,Focal,,No,2,,,,,,,,Llat,1,,,,,Feather,,,,
J,A,39,,7105,Chert,Brown,0.04,3.98,Flake-b,0,,,Trans,,,,,,3,,,,,,3,,,,,,,,Dist,,,,,,Hinge,,,,,7.49,1.38,,29.8102,0.531375167,,,,J,A,39,,7105,Chert,Brown,0.04,3.98,Flake-b,0,,,Trans,,,,,,3,,,,,,3,,,,,,,,Dist,,,,,,Hinge,,,,
J,A,39,,7106,Chert,Brown,0.09,6.43,Flake-b,0,,,Trans,,,,,,2,,,,,,2,,,,,,,,Dist,1,,,,,Feather,,,,,4.41,2.99,,28.3563,1.458049887,,,,J,A,39,,7106,Chert,Brown,0.09,6.43,Flake-b,0,,,Trans,,,,,,2,,,,,,2,,,,,,,,Dist,1,,,,,Feather,,,,
J,A,39,,7107,Chert,Dk Brown,0.07,5.45,Flake-b,0,,,Trans,,,,,,2,,,,,,2,,,,,,,,Dist,,,,,,Feather,,,,,7.23,1.38,,39.4035,0.753803596,,,,J,A,39,,7107,Chert,Dk Brown,0.07,5.45,Flake-b,0,,,Trans,,,,,,2,,,,,,2,,,,,,,,Dist,,,,,,Feather,,,,
J,A,39,,7108,Chert,Grey,0.3,14.4,Flake-b,0,,Hertz,LCS,,,Focal,,Yes,4,,,Focal,,Yes,4,,,,,,,,Rlat,,,,,,Feather,,,,,5.67,4.31,,81.648,2.53968254,,,,J,A,39,,7108,Chert,Grey,0.3,14.4,Flake-b,0,,Hertz,LCS,,,Focal,,Yes,4,,,Focal,,Yes,4,,,,,,,,Rlat,,,,,,Feather,,,,
J,A,39,,7109,Chert,Grey,0.06,6.62,Flake-b,0,,Hertz,Trans,,,Focal,,Yes,3,,,Focal,,Yes,3,,,,,,,,Prox,,,,,,,,,,,6.72,1.93,,44.4864,0.985119048,,,,J,A,39,,7109,Chert,Grey,0.06,6.62,Flake-b,0,,Hertz,Trans,,,Focal,,Yes,3,,,Focal,,Yes,3,,,,,,,,Prox,,,,,,,,,,
J,A,39,,7110,Chert,Dk Brown,0.12,11.26,Flake-b,0,,Hertz,Dist,,1.52,Single,,No,2,1,,Single,,No,2,1,,,,,,,,1,,,,,,,,,,3.45,2.88,1.33,38.847,3.263768116,,,,J,A,39,,7110,Chert,Dk Brown,0.12,11.26,Flake-b,0,,Hertz,Dist,,1.52,Single,,No,2,1,,Single,,No,2,1,,,,,,,,1,,,,,,,,,
J,A,39,,7111,Chert,White,0.11,7.12,FFrag,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45,2.04,,38.804,1.306422018,,,,J,A,39,,7111,Chert,White,0.11,7.12,FFrag,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,A,39,,7112,Chert,Red,0.06,9.32,FFrag,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.06,0.93,,65.7992,1.320113314,,,,J,A,39,,7112,Chert,Red,0.06,9.32,FFrag,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,A,39,,7113,Chert,Yellow,0.02,6.5,Flake-b,0,,,Trans,,,,,,3,,,,,,3,,,,,,,,Dist,,,,,,Feather,,,,,5.56,0.48,,36.14,1.169064748,,,,J,A,39,,7113,Chert,Yellow,0.02,6.5,Flake-b,0,,,Trans,,,,,,3,,,,,,3,,,,,,,,Dist,,,,,,Feather,,,,
J,A,39,,7114,Chert,Dk Brown,0.1,5.38,Flake-b,0,,,Trans,,,,,,3,,,,,,3,,,,,,,,Dist,1,,,,,Hinge,,,,,7.78,1.98,,41.8564,0.69151671,,,,J,A,39,,7114,Chert,Dk Brown,0.1,5.38,Flake-b,0,,,Trans,,,,,,3,,,,,,3,,,,,,,,Dist,1,,,,,Hinge,,,,
J,A,39,,7115,Chert,Brown,0.07,6.6,Flake,0,,Bending,,,3.43,Single,,No,2,1,,Single,,No,2,1,,,,,,,,1,,,,,Feather,,,,,4.6,1.58,2.71,30.36,1.434782609,,,,J,A,39,,7115,Chert,Brown,0.07,6.6,Flake,0,,Bending,,,3.43,Single,,No,2,1,,Single,,No,2,1,,,,,,,,1,,,,,Feather,,,,
J,A,39,,7116,Chert,Grey,0.05,7.35,Flake-b,0,,,Trans,,,,,,4,,,,,,4,,,,,,,,Dist,,,,,,Feather,,,,,4.01,1.23,,29.4735,1.832917706,,,,J,A,39,,7116,Chert,Grey,0.05,7.35,Flake-b,0,,,Trans,,,,,,4,,,,,,4,,,,,,,,Dist,,,,,,Feather,,,,
J,A,39,,7117,Chert,Lt Brown,0.03,4.85,Flake-b,0,,,Trans,,,,,,2,,,,,,2,,,,,,,,Dist,,,,,,Feather,,,,,5.12,1.48,,24.832,0.947265625,,,,J,A,39,,7117,Chert,Lt Brown,0.03,4.85,Flake-b,0,,,Trans,,,,,,2,,,,,,2,,,,,,,,Dist,,,,,,Feather,,,,
J,A,39,,7118,Chert,Red,0.05,8.95,Flake-b,0,,,Trans,,,,,,3,,,,,,3,,,,,,,,Dist,,,,,,Feather,,,,,4.37,2.03,,39.1115,2.04805492,,,,J,A,39,,7118,Chert,Red,0.05,8.95,Flake-b,0,,,Trans,,,,,,3,,,,,,3,,,,,,,,Dist,,,,,,Feather,,,,
J,A,39,,7119,Chert,Lt Brown,0.36,13.48,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.87,2.17,,173.4876,1.047397047,,,,J,A,39,,7119,Chert,Lt Brown,0.36,13.48,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,A,39,,7120,Chert,Grey,0.22,10.27,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.91,1.86,,112.0457,0.941338222,,,,J,A,39,,7120,Chert,Grey,0.22,10.27,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,A,39,,7121,Chert,Grey,0.24,9.73,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.96,3.6,,38.5308,2.457070707,,,,J,A,39,,7121,Chert,Grey,0.24,9.73,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,A,39,,7122,Chert,Brown,0.05,6.29,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86,2.61,,17.9894,2.199300699,,,,J,A,39,,7122,Chert,Brown,0.05,6.29,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,A,39,,7123,Chert,Peach,0.03,5.47,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46,1.49,,13.4562,2.223577236,,,,J,A,39,,7123,Chert,Peach,0.03,5.47,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,A,39,,7124,Chert,Grey,0.06,8.27,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77,1.83,,22.9079,2.985559567,,,,J,A,39,,7124,Chert,Grey,0.06,8.27,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,A,39,,7125,Chert,Grey,0.08,4.24,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,3.6,,18.3592,0.979214781,,,,J,A,39,,7125,Chert,Grey,0.08,4.24,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,A,36,,7126,Chert,Grey,0.09,5.09,Flake,0,,Hertz,,,8.11,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,Feather,,,,,7.55,1.4,1.43,38.4295,0.674172185,,,,J,A,36,,7126,Chert,Grey,0.09,5.09,Flake,0,,Hertz,,,8.11,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,Feather,,,,
J,A,36,,7127,Chert,Grey,0.14,9.06,Flake-b,0,,Hertz,Prox,,,Partcoll,,Yes,3,,,Partcoll,,Yes,3,,,,,,,,,,,,,,Feather,,,,,11.32,1.34,,102.5592,0.800353357,,,,J,A,36,,7127,Chert,Grey,0.14,9.06,Flake-b,0,,Hertz,Prox,,,Partcoll,,Yes,3,,,Partcoll,,Yes,3,,,,,,,,,,,,,,Feather,,,,
J,A,36,,7128,Chert,Brown,1.01,18.79,Flake,0,,Hertz,,,,Retouched,,No,4,,,Retouched,,No,4,,,,,,,,,1,,,,,Feather,,,,,14.53,2.52,,273.0187,1.293186511,,,,J,A,36,,7128,Chert,Brown,1.01,18.79,Flake,0,,Hertz,,,,Retouched,,No,4,,,Retouched,,No,4,,,,,,,,,1,,,,,Feather,,,,
J,A,36,,7129,Chert,Grey,0.11,9.94,Flake-b,0,,,Trans,,,,,,5,,,,,,5,,,,,,,,Dist,,,,,,Feather,,,,,5.39,1.74,,53.5766,1.844155844,,,,J,A,36,,7129,Chert,Grey,0.11,9.94,Flake-b,0,,,Trans,,,,,,5,,,,,,5,,,,,,,,Dist,,,,,,Feather,,,,
J,A,36,,7130,Chert,Lt Purple,2.72,18.18,Flake-b,0,,,Trans,,,,,,4,,,,,,4,,,,,,,,Dist,1,,,,,Feather,,,,,18.39,6.81,,334.3302,0.98858075,,,,J,A,36,,7130,Chert,Lt Purple,2.72,18.18,Flake-b,0,,,Trans,,,,,,4,,,,,,4,,,,,,,,Dist,1,,,,,Feather,,,,
J,A,36,,7131,Chert,Brown,0.64,11.87,Flake,0,,Hertz,,,6.88,2-scars,,Yes,5,2,,2-scars,,Yes,5,2,,,,,,,,,,,,,Feather,,,,,13.05,3.74,1.63,154.9035,0.909578544,,,,J,A,36,,7131,Chert,Brown,0.64,11.87,Flake,0,,Hertz,,,6.88,2-scars,,Yes,5,2,,2-scars,,Yes,5,2,,,,,,,,,,,,,Feather,,,,
J,A,36,,7132,Chert,Grey,0.13,7.72,Flake,0,,Bending,,,8.95,Single,,No,1,1,,Single,,No,1,1,,,,,,,,,1,,,,Feather,,,,,9.19,1.08,1.66,70.9468,0.840043526,,,,J,A,36,,7132,Chert,Grey,0.13,7.72,Flake,0,,Bending,,,8.95,Single,,No,1,1,,Single,,No,1,1,,,,,,,,,1,,,,Feather,,,,
J,A,36,,7133,Chert,Brown,0.1,9.12,Flake,0,,Hertz,,,2.42,Single,,Yes,2,1,,Single,,Yes,2,1,,,,,,,,,,,,,Feather,,,,,8.12,1.41,1.59,74.0544,1.123152709,,,,J,A,36,,7133,Chert,Brown,0.1,9.12,Flake,0,,Hertz,,,2.42,Single,,Yes,2,1,,Single,,Yes,2,1,,,,,,,,,,,,,Feather,,,,
J,A,36,,7134,Chert,Brown,0.05,6.63,Flake,0,,Hertz,,,,Focal,,No,3,,,Focal,,No,3,,,,,,,,,,,,,,Feather,,,,,5.69,1.23,,37.7247,1.165202109,,,,J,A,36,,7134,Chert,Brown,0.05,6.63,Flake,0,,Hertz,,,,Focal,,No,3,,,Focal,,No,3,,,,,,,,,,,,,,Feather,,,,
J,A,36,,7135,Chert,Grey,0.11,5.13,Flake-b,0,,Hertz,Dist,,6.83,Single,,No,2,1,,Single,,No,2,1,,,,,,,,1,,,,,,,,,,10.25,1.64,1.55,52.5825,0.500487805,,,,J,A,36,,7135,Chert,Grey,0.11,5.13,Flake-b,0,,Hertz,Dist,,6.83,Single,,No,2,1,,Single,,No,2,1,,,,,,,,1,,,,,,,,,
J,A,36,,7136,Chert,Cream,0.07,10.74,Flake,0,,Hertz,,,,Focal,,No,4,,,Focal,,No,4,,,,,,,,,,,,,,Feather,,,,,6.26,0.59,,67.2324,1.715654952,,,,J,A,36,,7136,Chert,Cream,0.07,10.74,Flake,0,,Hertz,,,,Focal,,No,4,,,Focal,,No,4,,,,,,,,,,,,,,Feather,,,,
J,A,36,,7137,Chert,White,0.25,10.15,Flake-b,0,,,Prox,,,,,,3,,,,,,3,,,,,,,,,,,,,,Step,,,,,11.48,2.13,,116.522,0.884146341,,,,J,A,36,,7137,Chert,White,0.25,10.15,Flake-b,0,,,Prox,,,,,,3,,,,,,3,,,,,,,,,,,,,,Step,,,,
J,A,36,,7138,Chert,Brown,0.07,5.71,Flake-b,0,,,Trans,,,,,,2,,,,,,2,,,,,,,,Dist,,,,,,Feather,,,,,6.89,1.53,,39.3419,0.8287373,,,,J,A,36,,7138,Chert,Brown,0.07,5.71,Flake-b,0,,,Trans,,,,,,2,,,,,,2,,,,,,,,Dist,,,,,,Feather,,,,
J,A,36,,7139,Chert,Brown,0.87,9.41,Flake-b,0,,Hertz,Trans,,8.56,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,Prox,1,,,,,,,,,,16,4.55,5.04,150.56,0.588125,,,,J,A,36,,7139,Chert,Brown,0.87,9.41,Flake-b,0,,Hertz,Trans,,8.56,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,Prox,1,,,,,,,,,
